millis,type,message
170094292,INFO,Enabling IridiumMessageSender transmissions
170119249,INFO,Max CNO changed from 51 to 48
170122205,INFO,powerData | solV: 7.17
170122227,INFO,powerData | solI: 0.04
170122248,INFO,powerData | battV: 4.14
170122268,INFO,powerData | battI: -0.01
170122291,INFO,powerData | busV: 4.28
170122315,INFO,powerData | busI: 0.04
170122338,INFO,powerData | BQ status reg: 180
170122362,INFO,powerData | Fault reg: 0
170122383,INFO,powerData | Charge status: 3
170122403,INFO,powerData | DPM status: 0
170143987,INFO,Starting analysis m: 47 t: 0 e: 15
170144268,WARN,Disabling IridiumMessageSender transmissions
170145488,INFO,Completed analysis m: 47 t: 0 e: 15
170145517,INFO,Enabling IridiumMessageSender transmissions
170195193,INFO,Starting analysis m: 47 t: 0 e: 16
170195474,WARN,Disabling IridiumMessageSender transmissions
170196688,INFO,Completed analysis m: 47 t: 0 e: 16
170196758,INFO,Enabling IridiumMessageSender transmissions
170246395,INFO,Starting analysis m: 47 t: 0 e: 17
170246676,WARN,Disabling IridiumMessageSender transmissions
170247905,INFO,Completed analysis m: 47 t: 0 e: 17
170247933,INFO,Enabling IridiumMessageSender transmissions
170297606,INFO,Starting analysis m: 47 t: 0 e: 18
170297886,WARN,Disabling IridiumMessageSender transmissions
170299097,INFO,Completed analysis m: 47 t: 0 e: 18
170299123,INFO,Enabling IridiumMessageSender transmissions
170348820,INFO,Starting analysis m: 47 t: 0 e: 19
170349101,WARN,Disabling IridiumMessageSender transmissions
170350315,INFO,Completed analysis m: 47 t: 0 e: 19
170350344,INFO,Enabling IridiumMessageSender transmissions
170400053,INFO,Starting analysis m: 47 t: 0 e: 20
170400342,WARN,Disabling IridiumMessageSender transmissions
170401558,INFO,Completed analysis m: 47 t: 0 e: 20
170401583,INFO,Enabling IridiumMessageSender transmissions
170422208,INFO,powerData | solV: 7.13
170422235,INFO,powerData | solI: 0.05
170422255,INFO,powerData | battV: 4.13
170422276,INFO,powerData | battI: -0.01
170422296,INFO,powerData | busV: 4.27
170422317,INFO,powerData | busI: 0.06
170422339,INFO,powerData | BQ status reg: 180
170422364,INFO,powerData | Fault reg: 0
170422386,INFO,powerData | Charge status: 3
170422407,INFO,powerData | DPM status: 0
170439309,INFO,Max CNO changed from 48 to 51
170451234,INFO,Starting analysis m: 47 t: 0 e: 21
170451513,WARN,Disabling IridiumMessageSender transmissions
170452746,INFO,Completed analysis m: 47 t: 0 e: 21
170452772,INFO,Enabling IridiumMessageSender transmissions
170502443,INFO,Starting analysis m: 47 t: 0 e: 22
170502723,WARN,Disabling IridiumMessageSender transmissions
170503940,INFO,Completed analysis m: 47 t: 0 e: 22
170503966,INFO,Enabling IridiumMessageSender transmissions
170553663,INFO,Starting analysis m: 47 t: 0 e: 23
170553944,WARN,Disabling IridiumMessageSender transmissions
170555166,INFO,Completed analysis m: 47 t: 0 e: 23
170555197,INFO,Enabling IridiumMessageSender transmissions
170599337,INFO,Max CNO changed from 51 to 48
170604863,INFO,Starting analysis m: 47 t: 0 e: 24
170605144,WARN,Disabling IridiumMessageSender transmissions
170606354,INFO,Completed analysis m: 47 t: 0 e: 24
170606383,INFO,Enabling IridiumMessageSender transmissions
170619334,INFO,Max CNO changed from 48 to 51
170656069,INFO,Starting analysis m: 47 t: 0 e: 25
170656350,WARN,Disabling IridiumMessageSender transmissions
170657566,INFO,Completed analysis m: 47 t: 0 e: 25
170657611,INFO,Enabling IridiumMessageSender transmissions
170707273,INFO,Starting analysis m: 47 t: 0 e: 26
170707554,WARN,Disabling IridiumMessageSender transmissions
170708785,INFO,Completed analysis m: 47 t: 0 e: 26
170708811,INFO,Enabling IridiumMessageSender transmissions
170722217,INFO,powerData | solV: 7.14
170722240,INFO,powerData | solI: 0.04
170722260,INFO,powerData | battV: 4.13
170722281,INFO,powerData | battI: -0.01
170722301,INFO,powerData | busV: 4.28
170722326,INFO,powerData | busI: 0.04
170722347,INFO,powerData | BQ status reg: 180
170722367,INFO,powerData | Fault reg: 0
170722390,INFO,powerData | Charge status: 3
170722414,INFO,powerData | DPM status: 0
170758486,INFO,Starting analysis m: 47 t: 0 e: 27
170758766,WARN,Disabling IridiumMessageSender transmissions
170759983,INFO,Completed analysis m: 47 t: 0 e: 27
170760009,INFO,Enabling IridiumMessageSender transmissions
170779373,INFO,Max CNO changed from 51 to 48
170809702,INFO,Starting analysis m: 47 t: 0 e: 28
170809987,WARN,Disabling IridiumMessageSender transmissions
170811213,INFO,Completed analysis m: 47 t: 0 e: 28
170811242,INFO,Enabling IridiumMessageSender transmissions
170860902,INFO,Starting analysis m: 47 t: 0 e: 29
170861182,WARN,Disabling IridiumMessageSender transmissions
170862403,INFO,Completed analysis m: 47 t: 0 e: 29
170862432,INFO,Enabling IridiumMessageSender transmissions
170912112,INFO,Starting analysis m: 47 t: 0 e: 30
170912393,WARN,Disabling IridiumMessageSender transmissions
170913613,INFO,Completed analysis m: 47 t: 0 e: 30
170913640,INFO,Enabling IridiumMessageSender transmissions
170963326,INFO,Starting analysis m: 47 t: 0 e: 31
170963609,WARN,Disabling IridiumMessageSender transmissions
170964826,INFO,Completed analysis m: 47 t: 0 e: 31
170964852,INFO,Enabling IridiumMessageSender transmissions
171014531,INFO,Starting analysis m: 47 t: 0 e: 32
171014811,WARN,Disabling IridiumMessageSender transmissions
171016022,INFO,Completed analysis m: 47 t: 0 e: 32
171016054,INFO,Enabling IridiumMessageSender transmissions
171022223,INFO,powerData | solV: 7.16
171022245,INFO,powerData | solI: 0.04
171022266,INFO,powerData | battV: 4.13
171022286,INFO,powerData | battI: -0.01
171022307,INFO,powerData | busV: 4.27
171022327,INFO,powerData | busI: 0.04
171022348,INFO,powerData | BQ status reg: 180
171022368,INFO,powerData | Fault reg: 0
171022389,INFO,powerData | Charge status: 3
171022411,INFO,powerData | DPM status: 0
171065743,INFO,Starting analysis m: 47 t: 0 e: 33
171066028,WARN,Disabling IridiumMessageSender transmissions
171067248,INFO,Completed analysis m: 47 t: 0 e: 33
171067275,INFO,Enabling IridiumMessageSender transmissions
171116953,INFO,Starting analysis m: 47 t: 0 e: 34
171117234,WARN,Disabling IridiumMessageSender transmissions
171118444,INFO,Completed analysis m: 47 t: 0 e: 34
171118483,INFO,Enabling IridiumMessageSender transmissions
171168159,INFO,Starting analysis m: 47 t: 0 e: 35
171168438,WARN,Disabling IridiumMessageSender transmissions
171169683,INFO,Completed analysis m: 47 t: 0 e: 35
171169710,INFO,Enabling IridiumMessageSender transmissions
171199449,INFO,Max CNO changed from 48 to 51
171219376,INFO,Starting analysis m: 47 t: 0 e: 36
171219730,INFO,Max CNO changed from 51 to 48
171219804,WARN,Disabling IridiumMessageSender transmissions
171221020,INFO,Completed analysis m: 47 t: 0 e: 36
171221045,INFO,Enabling IridiumMessageSender transmissions
171270584,INFO,Starting analysis m: 47 t: 0 e: 37
171270866,WARN,Disabling IridiumMessageSender transmissions
171272091,INFO,Completed analysis m: 47 t: 0 e: 37
171272118,INFO,Enabling IridiumMessageSender transmissions
171319461,INFO,Max CNO changed from 48 to 51
171321794,INFO,Starting analysis m: 47 t: 0 e: 38
171322075,WARN,Disabling IridiumMessageSender transmissions
171322789,INFO,powerData | solV: 7.13
171322812,INFO,powerData | solI: 0.04
171322832,INFO,powerData | battV: 4.13
171322853,INFO,powerData | battI: -0.01
171322873,INFO,powerData | busV: 4.27
171322898,INFO,powerData | busI: 0.05
171322923,INFO,powerData | BQ status reg: 180
171322945,INFO,powerData | Fault reg: 0
171322966,INFO,powerData | Charge status: 3
171322986,INFO,powerData | DPM status: 0
171323578,INFO,Completed analysis m: 47 t: 0 e: 38
171323602,INFO,Enabling IridiumMessageSender transmissions
171359465,INFO,Max CNO changed from 51 to 48
171372994,INFO,Starting analysis m: 47 t: 0 e: 39
171373275,WARN,Disabling IridiumMessageSender transmissions
171374495,INFO,Completed analysis m: 47 t: 0 e: 39
171374528,INFO,Enabling IridiumMessageSender transmissions
171379478,INFO,Max CNO changed from 48 to 51
171424215,INFO,Starting analysis m: 47 t: 0 e: 40
171424495,WARN,Disabling IridiumMessageSender transmissions
171425703,INFO,Completed analysis m: 47 t: 0 e: 40
171425730,INFO,Enabling IridiumMessageSender transmissions
171475408,INFO,Starting analysis m: 47 t: 0 e: 41
171475689,WARN,Disabling IridiumMessageSender transmissions
171476905,INFO,Completed analysis m: 47 t: 0 e: 41
171476936,INFO,Enabling IridiumMessageSender transmissions
171526621,INFO,Starting analysis m: 47 t: 0 e: 42
171526901,WARN,Disabling IridiumMessageSender transmissions
171528112,INFO,Completed analysis m: 47 t: 0 e: 42
171528138,INFO,Enabling IridiumMessageSender transmissions
171559507,INFO,Max CNO changed from 51 to 48
171577835,INFO,Starting analysis m: 47 t: 0 e: 43
171578116,WARN,Disabling IridiumMessageSender transmissions
171579338,INFO,Completed analysis m: 47 t: 0 e: 43
171579406,INFO,Enabling IridiumMessageSender transmissions
171599519,INFO,Max CNO changed from 48 to 51
171622793,INFO,powerData | solV: 7.21
171622815,INFO,powerData | solI: 0.04
171622836,INFO,powerData | battV: 4.13
171622856,INFO,powerData | battI: -0.01
171622877,INFO,powerData | busV: 4.27
171622897,INFO,powerData | busI: 0.04
171622918,INFO,powerData | BQ status reg: 180
171622940,INFO,powerData | Fault reg: 0
171622963,INFO,powerData | Charge status: 3
171622985,INFO,powerData | DPM status: 0
171629037,INFO,Starting analysis m: 47 t: 0 e: 44
171629324,WARN,Disabling IridiumMessageSender transmissions
171630553,INFO,Completed analysis m: 47 t: 0 e: 44
171630581,INFO,Enabling IridiumMessageSender transmissions
171680253,INFO,Starting analysis m: 47 t: 0 e: 45
171680536,WARN,Disabling IridiumMessageSender transmissions
171681767,INFO,Completed analysis m: 47 t: 0 e: 45
171681794,INFO,Enabling IridiumMessageSender transmissions
171731456,INFO,Starting analysis m: 47 t: 0 e: 46
171731740,WARN,Disabling IridiumMessageSender transmissions
171732953,INFO,Completed analysis m: 47 t: 0 e: 46
171732979,INFO,Enabling IridiumMessageSender transmissions
171759538,INFO,Max CNO changed from 51 to 47
171782674,INFO,Starting analysis m: 47 t: 0 e: 47
171782952,WARN,Disabling IridiumMessageSender transmissions
171784173,INFO,Completed analysis m: 47 t: 0 e: 47
171784200,INFO,Enabling IridiumMessageSender transmissions
171819556,INFO,Max CNO changed from 47 to 50
171833878,INFO,Starting analysis m: 47 t: 0 e: 48
171834173,WARN,Disabling IridiumMessageSender transmissions
171835381,INFO,Completed analysis m: 47 t: 0 e: 48
171835408,INFO,Enabling IridiumMessageSender transmissions
171885082,INFO,Starting analysis m: 47 t: 0 e: 49
171885363,WARN,Disabling IridiumMessageSender transmissions
171886575,INFO,Completed analysis m: 47 t: 0 e: 49
171886602,INFO,Enabling IridiumMessageSender transmissions
171922796,INFO,powerData | solV: 7.22
171922819,INFO,powerData | solI: 0.05
171922837,INFO,powerData | battV: 4.13
171922862,INFO,powerData | battI: -0.01
171922880,INFO,powerData | busV: 4.27
171922900,INFO,powerData | busI: 0.05
171922919,INFO,powerData | BQ status reg: 180
171922939,INFO,powerData | Fault reg: 0
171922958,INFO,powerData | Charge status: 3
171922978,INFO,powerData | DPM status: 0
171936290,INFO,Starting analysis m: 47 t: 0 e: 50
171936575,WARN,Disabling IridiumMessageSender transmissions
171937781,INFO,Completed analysis m: 47 t: 0 e: 50
171937806,INFO,Enabling IridiumMessageSender transmissions
171939579,INFO,Max CNO changed from 50 to 47
171979581,INFO,Max CNO changed from 47 to 50
171987507,INFO,Starting analysis m: 47 t: 0 e: 51
171987785,WARN,Disabling IridiumMessageSender transmissions
171988996,INFO,Completed analysis m: 47 t: 0 e: 51
171989022,INFO,Enabling IridiumMessageSender transmissions
172038707,INFO,Starting analysis m: 47 t: 0 e: 52
172038991,WARN,Disabling IridiumMessageSender transmissions
172040202,INFO,Completed analysis m: 47 t: 0 e: 52
172040241,INFO,Enabling IridiumMessageSender transmissions
172089917,INFO,Starting analysis m: 47 t: 0 e: 53
172090198,WARN,Disabling IridiumMessageSender transmissions
172091420,INFO,Completed analysis m: 47 t: 0 e: 53
172091447,INFO,Enabling IridiumMessageSender transmissions
172141129,INFO,Starting analysis m: 47 t: 0 e: 54
172141416,WARN,Disabling IridiumMessageSender transmissions
172142624,INFO,Completed analysis m: 47 t: 0 e: 54
172142653,INFO,Enabling IridiumMessageSender transmissions
172192350,INFO,Starting analysis m: 47 t: 0 e: 55
172192632,WARN,Disabling IridiumMessageSender transmissions
172193857,INFO,Completed analysis m: 47 t: 0 e: 55
172193882,INFO,Enabling IridiumMessageSender transmissions
172222801,INFO,powerData | solV: 7.17
172222824,INFO,powerData | solI: 0.04
172222842,INFO,powerData | battV: 4.13
172222863,INFO,powerData | battI: -0.01
172222881,INFO,powerData | busV: 4.27
172222902,INFO,powerData | busI: 0.05
172222920,INFO,powerData | BQ status reg: 180
172222941,INFO,powerData | Fault reg: 0
172222963,INFO,powerData | Charge status: 3
172222984,INFO,powerData | DPM status: 0
172239632,INFO,Max CNO changed from 50 to 47
172243556,INFO,Starting analysis m: 47 t: 0 e: 56
172243841,WARN,Disabling IridiumMessageSender transmissions
172245047,INFO,Completed analysis m: 47 t: 0 e: 56
172245073,INFO,Enabling IridiumMessageSender transmissions
172294760,INFO,Starting analysis m: 47 t: 0 e: 57
172295041,WARN,Disabling IridiumMessageSender transmissions
172296251,INFO,Completed analysis m: 47 t: 0 e: 57
172296280,INFO,Enabling IridiumMessageSender transmissions
172299630,INFO,Max CNO changed from 47 to 51
172345964,INFO,Starting analysis m: 47 t: 0 e: 58
172346249,WARN,Disabling IridiumMessageSender transmissions
172347455,INFO,Completed analysis m: 47 t: 0 e: 58
172347480,INFO,Enabling IridiumMessageSender transmissions
172397185,INFO,Starting analysis m: 47 t: 0 e: 59
172397465,WARN,Disabling IridiumMessageSender transmissions
172398680,INFO,Completed analysis m: 47 t: 0 e: 59
172398710,INFO,Enabling IridiumMessageSender transmissions
172399652,INFO,Max CNO changed from 51 to 48
172448380,INFO,Starting analysis m: 47 t: 0 e: 60
172448667,WARN,Disabling IridiumMessageSender transmissions
172449884,INFO,Completed analysis m: 47 t: 0 e: 60
172449910,INFO,Enabling IridiumMessageSender transmissions
172499597,INFO,Starting analysis m: 47 t: 0 e: 61
172500004,WARN,Disabling IridiumMessageSender transmissions
172501235,INFO,Completed analysis m: 47 t: 0 e: 61
172501264,INFO,Enabling IridiumMessageSender transmissions
172522805,INFO,powerData | solV: 7.22
172522827,INFO,powerData | solI: 0.04
172522848,INFO,powerData | battV: 4.13
172522868,INFO,powerData | battI: -0.01
172522887,INFO,powerData | busV: 4.27
172522907,INFO,powerData | busI: 0.04
172522928,INFO,powerData | BQ status reg: 180
172522950,INFO,powerData | Fault reg: 0
172522971,INFO,powerData | Charge status: 3
172522989,INFO,powerData | DPM status: 0
172550803,INFO,Starting analysis m: 47 t: 0 e: 62
172551094,WARN,Disabling IridiumMessageSender transmissions
172552343,INFO,Completed analysis m: 47 t: 0 e: 62
172552368,INFO,Enabling IridiumMessageSender transmissions
172602013,INFO,Starting analysis m: 47 t: 0 e: 63
172602292,WARN,Disabling IridiumMessageSender transmissions
172603504,INFO,Completed analysis m: 47 t: 0 e: 63
172603531,INFO,Enabling IridiumMessageSender transmissions
172653225,INFO,Starting analysis m: 47 t: 0 e: 64
172653510,WARN,Disabling IridiumMessageSender transmissions
172654725,INFO,Completed analysis m: 47 t: 0 e: 64
172654753,INFO,Enabling IridiumMessageSender transmissions
172704436,INFO,Starting analysis m: 47 t: 0 e: 65
172704718,WARN,Disabling IridiumMessageSender transmissions
172705935,INFO,Completed analysis m: 47 t: 0 e: 65
172705961,INFO,Enabling IridiumMessageSender transmissions
172755656,INFO,Starting analysis m: 47 t: 0 e: 66
172755943,WARN,Disabling IridiumMessageSender transmissions
172757161,INFO,Completed analysis m: 47 t: 0 e: 66
172757190,INFO,Enabling IridiumMessageSender transmissions
172806850,INFO,Starting analysis m: 47 t: 0 e: 67
172807131,WARN,Disabling IridiumMessageSender transmissions
172808343,INFO,Completed analysis m: 47 t: 0 e: 67
172808370,INFO,Processing stats m: 47 t: 0 e: 68
172814915,INFO,Finished collection for m: 47 in 3540
172814938,INFO,Submitting 300 byte / 2398 bit message: 
172815030,DEBUG,m 47 sub to Q at i 0 count: 47
172815052,DEBUG,1 msgs in Q
172815093,INFO,Enabling IridiumMessageSender transmissions
172815124,DEBUG,Sending Q index: 0 id: 47
172822829,INFO,powerData | solV: 7.11
172822851,INFO,powerData | solI: 0.08
172822872,INFO,powerData | battV: 4.13
172822892,INFO,powerData | battI: -0.01
172822910,INFO,powerData | busV: 4.26
172822931,INFO,powerData | busI: 0.11
172822951,INFO,powerData | BQ status reg: 180
172822972,INFO,powerData | Fault reg: 0
172822996,INFO,powerData | Charge status: 3
172823017,INFO,powerData | DPM status: 0
172835510,INFO,Send complete: Q index: 0 count_id 47
172874407,INFO,Starting collection m: 48 t: 0 at 1686146569.20
172976474,INFO,Starting analysis m: 48 t: 0 e: 0
172976754,WARN,Disabling IridiumMessageSender transmissions
172977780,INFO,Completed analysis m: 48 t: 0 e: 0
172977805,INFO,Enabling IridiumMessageSender transmissions
173027688,INFO,Starting analysis m: 48 t: 0 e: 1
173027969,WARN,Disabling IridiumMessageSender transmissions
173029183,INFO,Completed analysis m: 48 t: 0 e: 1
173029210,INFO,Enabling IridiumMessageSender transmissions
173078900,INFO,Starting analysis m: 48 t: 0 e: 2
173079181,WARN,Disabling IridiumMessageSender transmissions
173080389,INFO,Completed analysis m: 48 t: 0 e: 2
173080416,INFO,Enabling IridiumMessageSender transmissions
173122836,INFO,powerData | solV: 7.27
173122861,INFO,powerData | solI: 0.04
173122879,INFO,powerData | battV: 4.13
173122899,INFO,powerData | battI: -0.01
173122920,INFO,powerData | busV: 4.27
173122940,INFO,powerData | busI: 0.04
173122961,INFO,powerData | BQ status reg: 180
173122981,INFO,powerData | Fault reg: 0
173123006,INFO,powerData | Charge status: 3
173123024,INFO,powerData | DPM status: 0
173130104,INFO,Starting analysis m: 48 t: 0 e: 3
173130385,WARN,Disabling IridiumMessageSender transmissions
173131597,INFO,Completed analysis m: 48 t: 0 e: 3
173131624,INFO,Enabling IridiumMessageSender transmissions
173181313,INFO,Starting analysis m: 48 t: 0 e: 4
173181593,WARN,Disabling IridiumMessageSender transmissions
173182826,INFO,Completed analysis m: 48 t: 0 e: 4
173182855,INFO,Enabling IridiumMessageSender transmissions
173232519,INFO,Starting analysis m: 48 t: 0 e: 5
173232799,WARN,Disabling IridiumMessageSender transmissions
173234012,INFO,Completed analysis m: 48 t: 0 e: 5
173234038,INFO,Enabling IridiumMessageSender transmissions
173283737,INFO,Starting analysis m: 48 t: 0 e: 6
173284016,WARN,Disabling IridiumMessageSender transmissions
173285226,INFO,Completed analysis m: 48 t: 0 e: 6
173285253,INFO,Enabling IridiumMessageSender transmissions
173334945,INFO,Starting analysis m: 48 t: 0 e: 7
173335232,WARN,Disabling IridiumMessageSender transmissions
173336455,INFO,Completed analysis m: 48 t: 0 e: 7
173336481,INFO,Enabling IridiumMessageSender transmissions
173386162,INFO,Starting analysis m: 48 t: 0 e: 8
173386442,WARN,Disabling IridiumMessageSender transmissions
173387649,INFO,Completed analysis m: 48 t: 0 e: 8
173387675,INFO,Enabling IridiumMessageSender transmissions
173422843,INFO,powerData | solV: 7.19
173422868,INFO,powerData | solI: 0.05
173422891,INFO,powerData | battV: 4.13
173422915,INFO,powerData | battI: -0.01
173422936,INFO,powerData | busV: 4.27
173422956,INFO,powerData | busI: 0.05
173422974,INFO,powerData | BQ status reg: 180
173422995,INFO,powerData | Fault reg: 0
173423015,INFO,powerData | Charge status: 3
173423036,INFO,powerData | DPM status: 0
173437358,INFO,Starting analysis m: 48 t: 0 e: 9
173437638,WARN,Disabling IridiumMessageSender transmissions
173438861,INFO,Completed analysis m: 48 t: 0 e: 9
173438887,INFO,Enabling IridiumMessageSender transmissions
173488570,INFO,Starting analysis m: 48 t: 0 e: 10
173488850,WARN,Disabling IridiumMessageSender transmissions
173490057,INFO,Completed analysis m: 48 t: 0 e: 10
173490081,INFO,Enabling IridiumMessageSender transmissions
173539782,INFO,Starting analysis m: 48 t: 0 e: 11
173540184,WARN,Disabling IridiumMessageSender transmissions
173541423,INFO,Completed analysis m: 48 t: 0 e: 11
173541445,INFO,Enabling IridiumMessageSender transmissions
173590980,INFO,Starting analysis m: 48 t: 0 e: 12
173591265,WARN,Disabling IridiumMessageSender transmissions
173592477,INFO,Completed analysis m: 48 t: 0 e: 12
173592504,INFO,Enabling IridiumMessageSender transmissions
173642186,INFO,Starting analysis m: 48 t: 0 e: 13
173642467,WARN,Disabling IridiumMessageSender transmissions
173643698,INFO,Completed analysis m: 48 t: 0 e: 13
173643724,INFO,Enabling IridiumMessageSender transmissions
173693407,INFO,Starting analysis m: 48 t: 0 e: 14
173693687,WARN,Disabling IridiumMessageSender transmissions
173694902,INFO,Completed analysis m: 48 t: 0 e: 14
173694928,INFO,Enabling IridiumMessageSender transmissions
173722845,INFO,powerData | solV: 7.18
173722867,INFO,powerData | solI: 0.04
173722888,INFO,powerData | battV: 4.13
173722908,INFO,powerData | battI: -0.01
173722931,INFO,powerData | busV: 4.27
173722953,INFO,powerData | busI: 0.05
173722974,INFO,powerData | BQ status reg: 180
173722994,INFO,powerData | Fault reg: 0
173723015,INFO,powerData | Charge status: 3
173723035,INFO,powerData | DPM status: 0
173744615,INFO,Starting analysis m: 48 t: 0 e: 15
173744896,WARN,Disabling IridiumMessageSender transmissions
173746110,INFO,Completed analysis m: 48 t: 0 e: 15
173746137,INFO,Enabling IridiumMessageSender transmissions
173795815,INFO,Starting analysis m: 48 t: 0 e: 16
173796096,WARN,Disabling IridiumMessageSender transmissions
173797302,INFO,Completed analysis m: 48 t: 0 e: 16
173797328,INFO,Enabling IridiumMessageSender transmissions
173847027,INFO,Starting analysis m: 48 t: 0 e: 17
173847312,WARN,Disabling IridiumMessageSender transmissions
173848524,INFO,Completed analysis m: 48 t: 0 e: 17
173848553,INFO,Enabling IridiumMessageSender transmissions
173898233,INFO,Starting analysis m: 48 t: 0 e: 18
173898514,WARN,Disabling IridiumMessageSender transmissions
173899722,INFO,Completed analysis m: 48 t: 0 e: 18
173899749,INFO,Enabling IridiumMessageSender transmissions
173949444,INFO,Starting analysis m: 48 t: 0 e: 19
173949724,WARN,Disabling IridiumMessageSender transmissions
173950951,INFO,Completed analysis m: 48 t: 0 e: 19
173950978,INFO,Enabling IridiumMessageSender transmissions
174000652,INFO,Starting analysis m: 48 t: 0 e: 20
174000932,WARN,Disabling IridiumMessageSender transmissions
174002145,INFO,Completed analysis m: 48 t: 0 e: 20
174002171,INFO,Enabling IridiumMessageSender transmissions
174022848,INFO,powerData | solV: 7.18
174022871,INFO,powerData | solI: 0.04
174022891,INFO,powerData | battV: 4.13
174022912,INFO,powerData | battI: -0.01
174022934,INFO,powerData | busV: 4.27
174022957,INFO,powerData | busI: 0.04
174022979,INFO,powerData | BQ status reg: 180
174023002,INFO,powerData | Fault reg: 0
174023022,INFO,powerData | Charge status: 3
174023043,INFO,powerData | DPM status: 0
174051862,INFO,Starting analysis m: 48 t: 0 e: 21
174052145,WARN,Disabling IridiumMessageSender transmissions
174053394,INFO,Completed analysis m: 48 t: 0 e: 21
174053421,INFO,Enabling IridiumMessageSender transmissions
174103066,INFO,Starting analysis m: 48 t: 0 e: 22
174103351,WARN,Disabling IridiumMessageSender transmissions
174104608,INFO,Completed analysis m: 48 t: 0 e: 22
174104633,INFO,Enabling IridiumMessageSender transmissions
174154276,INFO,Starting analysis m: 48 t: 0 e: 23
174154555,WARN,Disabling IridiumMessageSender transmissions
174155765,INFO,Completed analysis m: 48 t: 0 e: 23
174155790,INFO,Enabling IridiumMessageSender transmissions
174205493,INFO,Starting analysis m: 48 t: 0 e: 24
174205775,WARN,Disabling IridiumMessageSender transmissions
174206984,INFO,Completed analysis m: 48 t: 0 e: 24
174207010,INFO,Enabling IridiumMessageSender transmissions
174256695,INFO,Starting analysis m: 48 t: 0 e: 25
174256975,WARN,Disabling IridiumMessageSender transmissions
174258188,INFO,Completed analysis m: 48 t: 0 e: 25
174258214,INFO,Enabling IridiumMessageSender transmissions
174307909,INFO,Starting analysis m: 48 t: 0 e: 26
174308188,WARN,Disabling IridiumMessageSender transmissions
174309398,INFO,Completed analysis m: 48 t: 0 e: 26
174309427,INFO,Enabling IridiumMessageSender transmissions
174322855,INFO,powerData | solV: 7.22
174322878,INFO,powerData | solI: 0.05
174322896,INFO,powerData | battV: 4.13
174322917,INFO,powerData | battI: -0.01
174322935,INFO,powerData | busV: 4.27
174322956,INFO,powerData | busI: 0.05
174322974,INFO,powerData | BQ status reg: 180
174322995,INFO,powerData | Fault reg: 0
174323015,INFO,powerData | Charge status: 3
174323038,INFO,powerData | DPM status: 0
174359117,INFO,Starting analysis m: 48 t: 0 e: 27
174359402,WARN,Disabling IridiumMessageSender transmissions
174360616,INFO,Completed analysis m: 48 t: 0 e: 27
174360641,INFO,Enabling IridiumMessageSender transmissions
174410338,INFO,Starting analysis m: 48 t: 0 e: 28
174410616,WARN,Disabling IridiumMessageSender transmissions
174411821,INFO,Completed analysis m: 48 t: 0 e: 28
174411847,INFO,Enabling IridiumMessageSender transmissions
174461532,INFO,Starting analysis m: 48 t: 0 e: 29
174461812,WARN,Disabling IridiumMessageSender transmissions
174463027,INFO,Completed analysis m: 48 t: 0 e: 29
174463051,INFO,Enabling IridiumMessageSender transmissions
174512740,INFO,Starting analysis m: 48 t: 0 e: 30
174513020,WARN,Disabling IridiumMessageSender transmissions
174514227,INFO,Completed analysis m: 48 t: 0 e: 30
174514251,INFO,Enabling IridiumMessageSender transmissions
174563948,INFO,Starting analysis m: 48 t: 0 e: 31
174564227,WARN,Disabling IridiumMessageSender transmissions
174565451,INFO,Completed analysis m: 48 t: 0 e: 31
174565482,INFO,Enabling IridiumMessageSender transmissions
174615156,INFO,Starting analysis m: 48 t: 0 e: 32
174615435,WARN,Disabling IridiumMessageSender transmissions
174616645,INFO,Completed analysis m: 48 t: 0 e: 32
174616670,INFO,Enabling IridiumMessageSender transmissions
174622857,INFO,powerData | solV: 7.26
174622879,INFO,powerData | solI: 0.04
174622898,INFO,powerData | battV: 4.13
174622918,INFO,powerData | battI: -0.01
174622937,INFO,powerData | busV: 4.27
174622957,INFO,powerData | busI: 0.04
174622980,INFO,powerData | BQ status reg: 180
174623000,INFO,powerData | Fault reg: 0
174623019,INFO,powerData | Charge status: 3
174623039,INFO,powerData | DPM status: 0
174666379,INFO,Starting analysis m: 48 t: 0 e: 33
174666657,WARN,Disabling IridiumMessageSender transmissions
174667872,INFO,Completed analysis m: 48 t: 0 e: 33
174667896,INFO,Enabling IridiumMessageSender transmissions
174717577,INFO,Starting analysis m: 48 t: 0 e: 34
174717857,WARN,Disabling IridiumMessageSender transmissions
174719068,INFO,Completed analysis m: 48 t: 0 e: 34
174719092,INFO,Enabling IridiumMessageSender transmissions
174768785,INFO,Starting analysis m: 48 t: 0 e: 35
174769065,WARN,Disabling IridiumMessageSender transmissions
174770278,INFO,Completed analysis m: 48 t: 0 e: 35
174770302,INFO,Enabling IridiumMessageSender transmissions
174820003,INFO,Starting analysis m: 48 t: 0 e: 36
174820401,WARN,Disabling IridiumMessageSender transmissions
174821617,INFO,Completed analysis m: 48 t: 0 e: 36
174821642,INFO,Enabling IridiumMessageSender transmissions
174871201,INFO,Starting analysis m: 48 t: 0 e: 37
174871480,WARN,Disabling IridiumMessageSender transmissions
174872690,INFO,Completed analysis m: 48 t: 0 e: 37
174872715,INFO,Enabling IridiumMessageSender transmissions
174922412,INFO,Starting analysis m: 48 t: 0 e: 38
174922692,WARN,Disabling IridiumMessageSender transmissions
