millis,type,message
39754483,INFO,Starting analysis m: 11 t: 0 e: 0
39754764,WARN,Disabling IridiumMessageSender transmissions
39755784,INFO,Completed analysis m: 11 t: 0 e: 0
39755806,INFO,Enabling IridiumMessageSender transmissions
39805685,INFO,Starting analysis m: 11 t: 0 e: 1
39805966,WARN,Disabling IridiumMessageSender transmissions
39807176,INFO,Completed analysis m: 11 t: 0 e: 1
39807201,INFO,Enabling IridiumMessageSender transmissions
39816159,INFO,Max CNO changed from 48 to 45
39856177,INFO,Max CNO changed from 45 to 48
39856893,INFO,Starting analysis m: 11 t: 0 e: 2
39857182,WARN,Disabling IridiumMessageSender transmissions
39858397,INFO,Completed analysis m: 11 t: 0 e: 2
39858423,INFO,Enabling IridiumMessageSender transmissions
39901171,INFO,powerData | solV: 0.00
39901194,INFO,powerData | solI: 0.00
39901214,INFO,powerData | battV: 4.09
39901237,INFO,powerData | battI: -0.07
39901259,INFO,powerData | busV: 4.08
39901280,INFO,powerData | busI: 0.06
39901298,INFO,powerData | BQ status reg: 0
39901319,INFO,powerData | Fault reg: 0
39901339,INFO,powerData | Charge status: 0
39901358,INFO,powerData | DPM status: 0
39908118,INFO,Starting analysis m: 11 t: 0 e: 3
39908399,WARN,Disabling IridiumMessageSender transmissions
39909613,INFO,Completed analysis m: 11 t: 0 e: 3
39909640,INFO,Enabling IridiumMessageSender transmissions
39959306,INFO,Starting analysis m: 11 t: 0 e: 4
39959586,WARN,Disabling IridiumMessageSender transmissions
39960786,INFO,Completed analysis m: 11 t: 0 e: 4
39960811,INFO,Enabling IridiumMessageSender transmissions
40010528,INFO,Starting analysis m: 11 t: 0 e: 5
40010809,WARN,Disabling IridiumMessageSender transmissions
40012023,INFO,Completed analysis m: 11 t: 0 e: 5
40012054,INFO,Enabling IridiumMessageSender transmissions
40061724,INFO,Starting analysis m: 11 t: 0 e: 6
40062005,WARN,Disabling IridiumMessageSender transmissions
40063205,INFO,Completed analysis m: 11 t: 0 e: 6
40063227,INFO,Enabling IridiumMessageSender transmissions
40112928,INFO,Starting analysis m: 11 t: 0 e: 7
40113211,WARN,Disabling IridiumMessageSender transmissions
40114425,INFO,Completed analysis m: 11 t: 0 e: 7
40114450,INFO,Enabling IridiumMessageSender transmissions
40164139,INFO,Starting analysis m: 11 t: 0 e: 8
40164419,WARN,Disabling IridiumMessageSender transmissions
40165619,INFO,Completed analysis m: 11 t: 0 e: 8
40165642,INFO,Enabling IridiumMessageSender transmissions
40201175,INFO,powerData | solV: 0.00
40201195,INFO,powerData | solI: 0.00
40201216,INFO,powerData | battV: 4.09
40201234,INFO,powerData | battI: -0.06
40201254,INFO,powerData | busV: 4.08
40201277,INFO,powerData | busI: 0.05
40201297,INFO,powerData | BQ status reg: 0
40201318,INFO,powerData | Fault reg: 0
40201340,INFO,powerData | Charge status: 0
40201359,INFO,powerData | DPM status: 0
40215355,INFO,Starting analysis m: 11 t: 0 e: 9
40215635,WARN,Disabling IridiumMessageSender transmissions
40216875,INFO,Completed analysis m: 11 t: 0 e: 9
40216899,INFO,Enabling IridiumMessageSender transmissions
40266555,INFO,Starting analysis m: 11 t: 0 e: 10
40266835,WARN,Disabling IridiumMessageSender transmissions
40268034,INFO,Completed analysis m: 11 t: 0 e: 10
40268058,INFO,Enabling IridiumMessageSender transmissions
40317765,INFO,Starting analysis m: 11 t: 0 e: 11
40318044,WARN,Disabling IridiumMessageSender transmissions
40319268,INFO,Completed analysis m: 11 t: 0 e: 11
40319295,INFO,Enabling IridiumMessageSender transmissions
40368963,INFO,Starting analysis m: 11 t: 0 e: 12
40369242,WARN,Disabling IridiumMessageSender transmissions
40370442,INFO,Completed analysis m: 11 t: 0 e: 12
40370464,INFO,Enabling IridiumMessageSender transmissions
40420179,INFO,Starting analysis m: 11 t: 0 e: 13
40420462,WARN,Disabling IridiumMessageSender transmissions
40421675,INFO,Completed analysis m: 11 t: 0 e: 13
40421701,INFO,Enabling IridiumMessageSender transmissions
40471382,INFO,Starting analysis m: 11 t: 0 e: 14
40471674,WARN,Disabling IridiumMessageSender transmissions
40472872,INFO,Completed analysis m: 11 t: 0 e: 14
40472897,INFO,Enabling IridiumMessageSender transmissions
40501176,INFO,powerData | solV: 0.01
40501196,INFO,powerData | solI: 0.00
40501217,INFO,powerData | battV: 4.09
40501239,INFO,powerData | battI: -0.05
40501258,INFO,powerData | busV: 4.08
40501278,INFO,powerData | busI: 0.04
40501299,INFO,powerData | BQ status reg: 0
40501321,INFO,powerData | Fault reg: 0
40501342,INFO,powerData | Charge status: 0
40501362,INFO,powerData | DPM status: 0
40522586,INFO,Starting analysis m: 11 t: 0 e: 15
40522868,WARN,Disabling IridiumMessageSender transmissions
40524079,INFO,Completed analysis m: 11 t: 0 e: 15
40524103,INFO,Enabling IridiumMessageSender transmissions
40573794,INFO,Starting analysis m: 11 t: 0 e: 16
40574074,WARN,Disabling IridiumMessageSender transmissions
40575275,INFO,Completed analysis m: 11 t: 0 e: 16
40575297,INFO,Enabling IridiumMessageSender transmissions
40625002,INFO,Starting analysis m: 11 t: 0 e: 17
40625283,WARN,Disabling IridiumMessageSender transmissions
40626491,INFO,Completed analysis m: 11 t: 0 e: 17
40626515,INFO,Enabling IridiumMessageSender transmissions
40676218,INFO,Starting analysis m: 11 t: 0 e: 18
40676616,WARN,Disabling IridiumMessageSender transmissions
40677828,INFO,Completed analysis m: 11 t: 0 e: 18
40677851,INFO,Enabling IridiumMessageSender transmissions
40727425,INFO,Starting analysis m: 11 t: 0 e: 19
40727705,WARN,Disabling IridiumMessageSender transmissions
40728918,INFO,Completed analysis m: 11 t: 0 e: 19
40728956,INFO,Enabling IridiumMessageSender transmissions
40778625,INFO,Starting analysis m: 11 t: 0 e: 20
40778905,WARN,Disabling IridiumMessageSender transmissions
40780115,INFO,Completed analysis m: 11 t: 0 e: 20
40780146,INFO,Enabling IridiumMessageSender transmissions
40801177,INFO,powerData | solV: 0.00
40801198,INFO,powerData | solI: 0.00
40801218,INFO,powerData | battV: 4.09
40801236,INFO,powerData | battI: -0.06
40801257,INFO,powerData | busV: 4.08
40801275,INFO,powerData | busI: 0.06
40801294,INFO,powerData | BQ status reg: 0
40801314,INFO,powerData | Fault reg: 0
40801333,INFO,powerData | Charge status: 0
40801355,INFO,powerData | DPM status: 0
40829835,INFO,Starting analysis m: 11 t: 0 e: 21
40830119,WARN,Disabling IridiumMessageSender transmissions
40831328,INFO,Completed analysis m: 11 t: 0 e: 21
40831352,INFO,Enabling IridiumMessageSender transmissions
40881041,INFO,Starting analysis m: 11 t: 0 e: 22
40881321,WARN,Disabling IridiumMessageSender transmissions
40882526,INFO,Completed analysis m: 11 t: 0 e: 22
40882550,INFO,Enabling IridiumMessageSender transmissions
40932247,INFO,Starting analysis m: 11 t: 0 e: 23
40932526,WARN,Disabling IridiumMessageSender transmissions
40933738,INFO,Completed analysis m: 11 t: 0 e: 23
40933763,INFO,Enabling IridiumMessageSender transmissions
40983453,INFO,Starting analysis m: 11 t: 0 e: 24
40983734,WARN,Disabling IridiumMessageSender transmissions
40984934,INFO,Completed analysis m: 11 t: 0 e: 24
40984958,INFO,Enabling IridiumMessageSender transmissions
41034657,INFO,Starting analysis m: 11 t: 0 e: 25
41034938,WARN,Disabling IridiumMessageSender transmissions
41036146,INFO,Completed analysis m: 11 t: 0 e: 25
41036169,INFO,Enabling IridiumMessageSender transmissions
41085874,INFO,Starting analysis m: 11 t: 0 e: 26
41086154,WARN,Disabling IridiumMessageSender transmissions
41087358,INFO,Completed analysis m: 11 t: 0 e: 26
41087383,INFO,Enabling IridiumMessageSender transmissions
41101182,INFO,powerData | solV: 0.01
41101203,INFO,powerData | solI: 0.00
41101223,INFO,powerData | battV: 4.09
41101242,INFO,powerData | battI: -0.05
41101260,INFO,powerData | busV: 4.08
41101281,INFO,powerData | busI: 0.05
41101299,INFO,powerData | BQ status reg: 0
41101322,INFO,powerData | Fault reg: 0
41101340,INFO,powerData | Charge status: 0
41101361,INFO,powerData | DPM status: 0
41137074,INFO,Starting analysis m: 11 t: 0 e: 27
41137360,WARN,Disabling IridiumMessageSender transmissions
41138567,INFO,Completed analysis m: 11 t: 0 e: 27
41138591,INFO,Enabling IridiumMessageSender transmissions
41188284,INFO,Starting analysis m: 11 t: 0 e: 28
41188564,WARN,Disabling IridiumMessageSender transmissions
41189765,INFO,Completed analysis m: 11 t: 0 e: 28
41189791,INFO,Enabling IridiumMessageSender transmissions
41239498,INFO,Starting analysis m: 11 t: 0 e: 29
41239777,WARN,Disabling IridiumMessageSender transmissions
41240999,INFO,Completed analysis m: 11 t: 0 e: 29
41241026,INFO,Enabling IridiumMessageSender transmissions
41290696,INFO,Starting analysis m: 11 t: 0 e: 30
41290975,WARN,Disabling IridiumMessageSender transmissions
41292181,INFO,Completed analysis m: 11 t: 0 e: 30
41292204,INFO,Enabling IridiumMessageSender transmissions
41341898,INFO,Starting analysis m: 11 t: 0 e: 31
41342181,WARN,Disabling IridiumMessageSender transmissions
41343389,INFO,Completed analysis m: 11 t: 0 e: 31
41343414,INFO,Enabling IridiumMessageSender transmissions
41393111,INFO,Starting analysis m: 11 t: 0 e: 32
41393391,WARN,Disabling IridiumMessageSender transmissions
41394591,INFO,Completed analysis m: 11 t: 0 e: 32
41394616,INFO,Enabling IridiumMessageSender transmissions
41401184,INFO,powerData | solV: 0.00
41401204,INFO,powerData | solI: 0.00
41401229,INFO,powerData | battV: 4.09
41401247,INFO,powerData | battI: -0.05
41401266,INFO,powerData | busV: 4.08
41401286,INFO,powerData | busI: 0.04
41401305,INFO,powerData | BQ status reg: 0
41401327,INFO,powerData | Fault reg: 0
41401346,INFO,powerData | Charge status: 0
41401364,INFO,powerData | DPM status: 0
41444321,INFO,Starting analysis m: 11 t: 0 e: 33
41444601,WARN,Disabling IridiumMessageSender transmissions
41445810,INFO,Completed analysis m: 11 t: 0 e: 33
41445836,INFO,Enabling IridiumMessageSender transmissions
41495527,INFO,Starting analysis m: 11 t: 0 e: 34
41495805,WARN,Disabling IridiumMessageSender transmissions
41496999,INFO,Completed analysis m: 11 t: 0 e: 34
41497024,INFO,Enabling IridiumMessageSender transmissions
41546739,INFO,Starting analysis m: 11 t: 0 e: 35
41547022,WARN,Disabling IridiumMessageSender transmissions
41548228,INFO,Completed analysis m: 11 t: 0 e: 35
41548255,INFO,Enabling IridiumMessageSender transmissions
41597937,INFO,Starting analysis m: 11 t: 0 e: 36
41598220,WARN,Disabling IridiumMessageSender transmissions
41599426,INFO,Completed analysis m: 11 t: 0 e: 36
41599451,INFO,Enabling IridiumMessageSender transmissions
41649143,INFO,Starting analysis m: 11 t: 0 e: 37
41649424,WARN,Disabling IridiumMessageSender transmissions
41650632,INFO,Completed analysis m: 11 t: 0 e: 37
41650657,INFO,Enabling IridiumMessageSender transmissions
41700349,INFO,Starting analysis m: 11 t: 0 e: 38
41700628,WARN,Disabling IridiumMessageSender transmissions
41701359,INFO,powerData | solV: 0.00
41701382,INFO,powerData | solI: 0.00
41701402,INFO,powerData | battV: 4.09
41701421,INFO,powerData | battI: -0.07
41701441,INFO,powerData | busV: 4.08
41701464,INFO,powerData | busI: 0.06
41701486,INFO,powerData | BQ status reg: 0
41701507,INFO,powerData | Fault reg: 0
41701525,INFO,powerData | Charge status: 0
41701545,INFO,powerData | DPM status: 0
41702117,INFO,Completed analysis m: 11 t: 0 e: 38
41702139,INFO,Enabling IridiumMessageSender transmissions
41751558,INFO,Starting analysis m: 11 t: 0 e: 39
41751836,WARN,Disabling IridiumMessageSender transmissions
41753049,INFO,Completed analysis m: 11 t: 0 e: 39
41753073,INFO,Enabling IridiumMessageSender transmissions
41802770,INFO,Starting analysis m: 11 t: 0 e: 40
41803051,WARN,Disabling IridiumMessageSender transmissions
41804257,INFO,Completed analysis m: 11 t: 0 e: 40
41804281,INFO,Enabling IridiumMessageSender transmissions
41853982,INFO,Starting analysis m: 11 t: 0 e: 41
41854265,WARN,Disabling IridiumMessageSender transmissions
41855479,INFO,Completed analysis m: 11 t: 0 e: 41
41855504,INFO,Enabling IridiumMessageSender transmissions
41905180,INFO,Starting analysis m: 11 t: 0 e: 42
41905461,WARN,Disabling IridiumMessageSender transmissions
41906665,INFO,Completed analysis m: 11 t: 0 e: 42
41906690,INFO,Enabling IridiumMessageSender transmissions
41956392,INFO,Starting analysis m: 11 t: 0 e: 43
41956806,WARN,Disabling IridiumMessageSender transmissions
41958025,INFO,Completed analysis m: 11 t: 0 e: 43
41958051,INFO,Enabling IridiumMessageSender transmissions
42001360,INFO,powerData | solV: 0.01
42001383,INFO,powerData | solI: 0.00
42001401,INFO,powerData | battV: 4.09
42001422,INFO,powerData | battI: -0.05
42001440,INFO,powerData | busV: 4.08
42001461,INFO,powerData | busI: 0.05
42001479,INFO,powerData | BQ status reg: 0
42001500,INFO,powerData | Fault reg: 0
42001524,INFO,powerData | Charge status: 0
42001545,INFO,powerData | DPM status: 0
42007592,INFO,Starting analysis m: 11 t: 0 e: 44
42007885,WARN,Disabling IridiumMessageSender transmissions
42009085,INFO,Completed analysis m: 11 t: 0 e: 44
42009110,INFO,Enabling IridiumMessageSender transmissions
42058799,INFO,Starting analysis m: 11 t: 0 e: 45
42059079,WARN,Disabling IridiumMessageSender transmissions
42060294,INFO,Completed analysis m: 11 t: 0 e: 45
42060320,INFO,Enabling IridiumMessageSender transmissions
42110007,INFO,Starting analysis m: 11 t: 0 e: 46
42110296,WARN,Disabling IridiumMessageSender transmissions
42111502,INFO,Completed analysis m: 11 t: 0 e: 46
42111526,INFO,Enabling IridiumMessageSender transmissions
42161213,INFO,Starting analysis m: 11 t: 0 e: 47
42161496,WARN,Disabling IridiumMessageSender transmissions
42162718,INFO,Completed analysis m: 11 t: 0 e: 47
42162743,INFO,Enabling IridiumMessageSender transmissions
42212423,INFO,Starting analysis m: 11 t: 0 e: 48
42212712,WARN,Disabling IridiumMessageSender transmissions
42213914,INFO,Completed analysis m: 11 t: 0 e: 48
42213939,INFO,Enabling IridiumMessageSender transmissions
42263629,INFO,Starting analysis m: 11 t: 0 e: 49
42263908,WARN,Disabling IridiumMessageSender transmissions
42265122,INFO,Completed analysis m: 11 t: 0 e: 49
42265151,INFO,Enabling IridiumMessageSender transmissions
42301368,INFO,powerData | solV: 0.00
42301390,INFO,powerData | solI: 0.00
42301409,INFO,powerData | battV: 4.09
42301429,INFO,powerData | battI: -0.05
42301448,INFO,powerData | busV: 4.08
42301468,INFO,powerData | busI: 0.04
42301487,INFO,powerData | BQ status reg: 0
42301511,INFO,powerData | Fault reg: 0
42301532,INFO,powerData | Charge status: 0
42301552,INFO,powerData | DPM status: 0
42314844,INFO,Starting analysis m: 11 t: 0 e: 50
42315132,WARN,Disabling IridiumMessageSender transmissions
42316333,INFO,Completed analysis m: 11 t: 0 e: 50
42316359,INFO,Enabling IridiumMessageSender transmissions
42366056,INFO,Starting analysis m: 11 t: 0 e: 51
42366337,WARN,Disabling IridiumMessageSender transmissions
42367545,INFO,Completed analysis m: 11 t: 0 e: 51
42367576,INFO,Enabling IridiumMessageSender transmissions
42417252,INFO,Starting analysis m: 11 t: 0 e: 52
42417549,WARN,Disabling IridiumMessageSender transmissions
42418962,INFO,Completed analysis m: 11 t: 0 e: 52
42418984,INFO,Enabling IridiumMessageSender transmissions
42468456,INFO,Starting analysis m: 11 t: 0 e: 53
42468737,WARN,Disabling IridiumMessageSender transmissions
42469949,INFO,Completed analysis m: 11 t: 0 e: 53
42469976,INFO,Enabling IridiumMessageSender transmissions
42519668,INFO,Starting analysis m: 11 t: 0 e: 54
42519957,WARN,Disabling IridiumMessageSender transmissions
42521163,INFO,Completed analysis m: 11 t: 0 e: 54
42521190,INFO,Enabling IridiumMessageSender transmissions
42536529,INFO,Max CNO changed from 48 to 45
42570872,INFO,Starting analysis m: 11 t: 0 e: 55
42571153,WARN,Disabling IridiumMessageSender transmissions
42572462,INFO,Completed analysis m: 11 t: 0 e: 55
42572484,INFO,Enabling IridiumMessageSender transmissions
42601377,INFO,powerData | solV: 0.00
42601402,INFO,powerData | solI: 0.00
42601422,INFO,powerData | battV: 4.09
42601441,INFO,powerData | battI: -0.06
42601461,INFO,powerData | busV: 4.08
42601480,INFO,powerData | busI: 0.05
42601500,INFO,powerData | BQ status reg: 0
42601519,INFO,powerData | Fault reg: 0
42601539,INFO,powerData | Charge status: 0
42601558,INFO,powerData | DPM status: 0
42622078,INFO,Starting analysis m: 11 t: 0 e: 56
42622357,WARN,Disabling IridiumMessageSender transmissions
42623584,INFO,Completed analysis m: 11 t: 0 e: 56
42623614,INFO,Enabling IridiumMessageSender transmissions
42673287,INFO,Starting analysis m: 11 t: 0 e: 57
42673567,WARN,Disabling IridiumMessageSender transmissions
42674767,INFO,Completed analysis m: 11 t: 0 e: 57
42674790,INFO,Enabling IridiumMessageSender transmissions
42724503,INFO,Starting analysis m: 11 t: 0 e: 58
42724786,WARN,Disabling IridiumMessageSender transmissions
42725998,INFO,Completed analysis m: 11 t: 0 e: 58
42726025,INFO,Enabling IridiumMessageSender transmissions
42775701,INFO,Starting analysis m: 11 t: 0 e: 59
42775980,WARN,Disabling IridiumMessageSender transmissions
42777176,INFO,Completed analysis m: 11 t: 0 e: 59
42777198,INFO,Enabling IridiumMessageSender transmissions
42826911,INFO,Starting analysis m: 11 t: 0 e: 60
42827192,WARN,Disabling IridiumMessageSender transmissions
42828402,INFO,Completed analysis m: 11 t: 0 e: 60
42828427,INFO,Enabling IridiumMessageSender transmissions
42878115,INFO,Starting analysis m: 11 t: 0 e: 61
42878398,WARN,Disabling IridiumMessageSender transmissions
42879602,INFO,Completed analysis m: 11 t: 0 e: 61
42879627,INFO,Enabling IridiumMessageSender transmissions
42901383,INFO,powerData | solV: 0.00
42901403,INFO,powerData | solI: 0.00
42901424,INFO,powerData | battV: 4.09
42901442,INFO,powerData | battI: -0.05
42901460,INFO,powerData | busV: 4.08
42901481,INFO,powerData | busI: 0.05
42901499,INFO,powerData | BQ status reg: 0
42901520,INFO,powerData | Fault reg: 0
42901538,INFO,powerData | Charge status: 0
42901561,INFO,powerData | DPM status: 0
42929321,INFO,Starting analysis m: 11 t: 0 e: 62
42929602,WARN,Disabling IridiumMessageSender transmissions
42930812,INFO,Completed analysis m: 11 t: 0 e: 62
42930839,INFO,Enabling IridiumMessageSender transmissions
42980540,INFO,Starting analysis m: 11 t: 0 e: 63
42980820,WARN,Disabling IridiumMessageSender transmissions
42982021,INFO,Completed analysis m: 11 t: 0 e: 63
42982045,INFO,Enabling IridiumMessageSender transmissions
42996592,INFO,Max CNO changed from 45 to 48
43031746,INFO,Starting analysis m: 11 t: 0 e: 64
43032027,WARN,Disabling IridiumMessageSender transmissions
43033237,INFO,Completed analysis m: 11 t: 0 e: 64
43033300,INFO,Enabling IridiumMessageSender transmissions
43036600,INFO,Max CNO changed from 48 to 45
43082944,INFO,Starting analysis m: 11 t: 0 e: 65
43083223,WARN,Disabling IridiumMessageSender transmissions
43084437,INFO,Completed analysis m: 11 t: 0 e: 65
43084462,INFO,Enabling IridiumMessageSender transmissions
43134158,INFO,Starting analysis m: 11 t: 0 e: 66
43134439,WARN,Disabling IridiumMessageSender transmissions
43135647,INFO,Completed analysis m: 11 t: 0 e: 66
43135672,INFO,Enabling IridiumMessageSender transmissions
43185356,INFO,Starting analysis m: 11 t: 0 e: 67
43185637,WARN,Disabling IridiumMessageSender transmissions
43186839,INFO,Completed analysis m: 11 t: 0 e: 67
43186862,INFO,Processing stats m: 11 t: 0 e: 68
43192406,INFO,Finished collection for m: 11 in 3539
43192428,INFO,Submitting 300 byte / 2398 bit message: 
43192524,DEBUG,m 12 sub to Q at i 0 count: 12
43192545,DEBUG,1 msgs in Q
43192586,INFO,Enabling IridiumMessageSender transmissions
43192612,DEBUG,Sending Q index: 0 id: 12
43201384,INFO,powerData | solV: 0.00
43201404,INFO,powerData | solI: 0.00
43201423,INFO,powerData | battV: 4.09
43201443,INFO,powerData | battI: -0.05
43201464,INFO,powerData | busV: 4.08
43201482,INFO,powerData | busI: 0.04
43201503,INFO,powerData | BQ status reg: 0
43201521,INFO,powerData | Fault reg: 0
43201544,INFO,powerData | Charge status: 0
43201564,INFO,powerData | DPM status: 0
43252918,INFO,Starting collection m: 12 t: 0 at 1683615625.20
43256621,INFO,Max CNO changed from 45 to 48
43263436,INFO,Send complete: Q index: 0 count_id 12
43354976,INFO,Starting analysis m: 12 t: 0 e: 0
43355258,WARN,Disabling IridiumMessageSender transmissions
43356289,INFO,Completed analysis m: 12 t: 0 e: 0
43356311,INFO,Enabling IridiumMessageSender transmissions
43406184,INFO,Starting analysis m: 12 t: 0 e: 1
43406469,WARN,Disabling IridiumMessageSender transmissions
43407667,INFO,Completed analysis m: 12 t: 0 e: 1
43407691,INFO,Enabling IridiumMessageSender transmissions
43457388,INFO,Starting analysis m: 12 t: 0 e: 2
43457677,WARN,Disabling IridiumMessageSender transmissions
43458881,INFO,Completed analysis m: 12 t: 0 e: 2
43458906,INFO,Enabling IridiumMessageSender transmissions
43501383,INFO,powerData | solV: 0.00
43501406,INFO,powerData | solI: 0.00
43501424,INFO,powerData | battV: 4.09
43501449,INFO,powerData | battI: -0.06
43501467,INFO,powerData | busV: 4.08
43501486,INFO,powerData | busI: 0.06
43501506,INFO,powerData | BQ status reg: 0
43501524,INFO,powerData | Fault reg: 0
43501545,INFO,powerData | Charge status: 0
43501563,INFO,powerData | DPM status: 0
43508609,INFO,Starting analysis m: 12 t: 0 e: 3
43508889,WARN,Disabling IridiumMessageSender transmissions
43510087,INFO,Completed analysis m: 12 t: 0 e: 3
43510112,INFO,Enabling IridiumMessageSender transmissions
43559809,INFO,Starting analysis m: 12 t: 0 e: 4
43560093,WARN,Disabling IridiumMessageSender transmissions
43561299,INFO,Completed analysis m: 12 t: 0 e: 4
43561326,INFO,Enabling IridiumMessageSender transmissions
43611019,INFO,Starting analysis m: 12 t: 0 e: 5
43611297,WARN,Disabling IridiumMessageSender transmissions
43612502,INFO,Completed analysis m: 12 t: 0 e: 5
43612524,INFO,Enabling IridiumMessageSender transmissions
43662229,INFO,Starting analysis m: 12 t: 0 e: 6
43662510,WARN,Disabling IridiumMessageSender transmissions
43663720,INFO,Completed analysis m: 12 t: 0 e: 6
43663745,INFO,Enabling IridiumMessageSender transmissions
43676690,INFO,Max CNO changed from 48 to 45
43713429,INFO,Starting analysis m: 12 t: 0 e: 7
43713710,WARN,Disabling IridiumMessageSender transmissions
43714922,INFO,Completed analysis m: 12 t: 0 e: 7
43714947,INFO,Enabling IridiumMessageSender transmissions
43764643,INFO,Starting analysis m: 12 t: 0 e: 8
43764924,WARN,Disabling IridiumMessageSender transmissions
43766136,INFO,Completed analysis m: 12 t: 0 e: 8
43766167,INFO,Enabling IridiumMessageSender transmissions
43801387,INFO,powerData | solV: 0.00
43801409,INFO,powerData | solI: 0.00
43801427,INFO,powerData | battV: 4.09
43801448,INFO,powerData | battI: -0.06
43801466,INFO,powerData | busV: 4.08
43801485,INFO,powerData | busI: 0.05
43801505,INFO,powerData | BQ status reg: 0
43801534,INFO,powerData | Fault reg: 0
43801552,INFO,powerData | Charge status: 0
43801573,INFO,powerData | DPM status: 0
43815841,INFO,Starting analysis m: 12 t: 0 e: 9
43816124,WARN,Disabling IridiumMessageSender transmissions
43817318,INFO,Completed analysis m: 12 t: 0 e: 9
43817340,INFO,Enabling IridiumMessageSender transmissions
43836712,INFO,Max CNO changed from 45 to 50
43867058,INFO,Starting analysis m: 12 t: 0 e: 10
43867338,WARN,Disabling IridiumMessageSender transmissions
43868551,INFO,Completed analysis m: 12 t: 0 e: 10
43868577,INFO,Enabling IridiumMessageSender transmissions
43918260,INFO,Starting analysis m: 12 t: 0 e: 11
43918542,WARN,Disabling IridiumMessageSender transmissions
43919742,INFO,Completed analysis m: 12 t: 0 e: 11
43919765,INFO,Enabling IridiumMessageSender transmissions
43969472,INFO,Starting analysis m: 12 t: 0 e: 12
43969753,WARN,Disabling IridiumMessageSender transmissions
43970963,INFO,Completed analysis m: 12 t: 0 e: 12
43970988,INFO,Enabling IridiumMessageSender transmissions
44020682,INFO,Starting analysis m: 12 t: 0 e: 13
44020963,WARN,Disabling IridiumMessageSender transmissions
44022165,INFO,Completed analysis m: 12 t: 0 e: 13
44022192,INFO,Enabling IridiumMessageSender transmissions
44071878,INFO,Starting analysis m: 12 t: 0 e: 14
44072159,WARN,Disabling IridiumMessageSender transmissions
44073379,INFO,Completed analysis m: 12 t: 0 e: 14
44073406,INFO,Enabling IridiumMessageSender transmissions
44101388,INFO,powerData | solV: 0.00
44101414,INFO,powerData | solI: 0.00
44101435,INFO,powerData | battV: 4.09
44101453,INFO,powerData | battI: -0.05
44101474,INFO,powerData | busV: 4.08
44101496,INFO,powerData | busI: 0.04
44101517,INFO,powerData | BQ status reg: 0
44101535,INFO,powerData | Fault reg: 0
44101554,INFO,powerData | Charge status: 0
44101574,INFO,powerData | DPM status: 0
44116754,INFO,Max CNO changed from 50 to 47
44123086,INFO,Starting analysis m: 12 t: 0 e: 15
44123367,WARN,Disabling IridiumMessageSender transmissions
44124565,INFO,Completed analysis m: 12 t: 0 e: 15
44124590,INFO,Enabling IridiumMessageSender transmissions
44174292,INFO,Starting analysis m: 12 t: 0 e: 16
44174579,WARN,Disabling IridiumMessageSender transmissions
44175880,INFO,Completed analysis m: 12 t: 0 e: 16
44175902,INFO,Enabling IridiumMessageSender transmissions
44225505,INFO,Starting analysis m: 12 t: 0 e: 17
44225789,WARN,Disabling IridiumMessageSender transmissions
44226988,INFO,Completed analysis m: 12 t: 0 e: 17
44227012,INFO,Enabling IridiumMessageSender transmissions
44276721,INFO,Starting analysis m: 12 t: 0 e: 18
44277127,WARN,Disabling IridiumMessageSender transmissions
44278343,INFO,Completed analysis m: 12 t: 0 e: 18
44278366,INFO,Enabling IridiumMessageSender transmissions
44327917,INFO,Starting analysis m: 12 t: 0 e: 19
44328206,WARN,Disabling IridiumMessageSender transmissions
44329404,INFO,Completed analysis m: 12 t: 0 e: 19
44329428,INFO,Enabling IridiumMessageSender transmissions
44379131,INFO,Starting analysis m: 12 t: 0 e: 20
44379412,WARN,Disabling IridiumMessageSender transmissions
44380626,INFO,Completed analysis m: 12 t: 0 e: 20
44380651,INFO,Enabling IridiumMessageSender transmissions
44401391,INFO,powerData | solV: 0.00
44401412,INFO,powerData | solI: 0.00
44401432,INFO,powerData | battV: 4.09
44401455,INFO,powerData | battI: -0.06
44401477,INFO,powerData | busV: 4.08
44401496,INFO,powerData | busI: 0.05
44401514,INFO,powerData | BQ status reg: 0
44401534,INFO,powerData | Fault reg: 0
44401553,INFO,powerData | Charge status: 0
44401573,INFO,powerData | DPM status: 0
44430338,INFO,Starting analysis m: 12 t: 0 e: 21
44430626,WARN,Disabling IridiumMessageSender transmissions
44431831,INFO,Completed analysis m: 12 t: 0 e: 21
44431855,INFO,Enabling IridiumMessageSender transmissions
44481542,INFO,Starting analysis m: 12 t: 0 e: 22
44481824,WARN,Disabling IridiumMessageSender transmissions
44483039,INFO,Completed analysis m: 12 t: 0 e: 22
44483063,INFO,Enabling IridiumMessageSender transmissions
44532748,INFO,Starting analysis m: 12 t: 0 e: 23
44533037,WARN,Disabling IridiumMessageSender transmissions
44534237,INFO,Completed analysis m: 12 t: 0 e: 23
44534265,INFO,Enabling IridiumMessageSender transmissions
44576823,INFO,Max CNO changed from 47 to 44
44583952,INFO,Starting analysis m: 12 t: 0 e: 24
44584230,WARN,Disabling IridiumMessageSender transmissions
44585445,INFO,Completed analysis m: 12 t: 0 e: 24
44585482,INFO,Enabling IridiumMessageSender transmissions
44635158,INFO,Starting analysis m: 12 t: 0 e: 25
44635445,WARN,Disabling IridiumMessageSender transmissions
