Date, Water Temperature, Salinity, Pressure, Density, Wave Period, Wave Mean Height, Wave Significant Height, Wind Speed, Wind Gusts, Wind Provenance, Air Temperature, Humidity
2019-04-14T01:45,3.33,28.82,100.9,1023.12,3.6,0.3,0.5,14,18,274,6.3,65
2019-04-14T02:00,3.27,28.73,100.9,1023.05,3.6,0.3,0.5,15,20,263,5.7,68
2019-04-14T02:15,3.28,28.68,100.9,1023.01,3.7,0.4,0.5,11,14,267,5.3,69
2019-04-14T02:30,3.24,28.65,100.93,1022.98,3.7,0.3,0.4,26,33,292,6.1,58
2019-04-14T02:45,3.11,28.38,100.93,1022.77,3.6,0.3,0.5,21,26,238,6,61
2019-04-14T03:00,3.11,28.5,100.94,1022.86,3.3,0.4,0.5,18,25,215,5.5,64
2019-04-14T03:15,3.14,28.54,100.94,1022.89,3.1,0.4,0.6,16,22,244,5,68
2019-04-14T03:30,3.14,28.53,100.96,1022.89,3,0.4,0.7,15,21,222,4.8,71
2019-04-14T03:45,3.1,28.48,100.95,1022.85,3.1,0.5,0.6,14,19,223,4.5,74
2019-04-14T04:00,3.07,28.44,100.95,1022.81,3.1,0.5,0.9,16,24,227,4.6,71
2019-04-14T04:15,2.99,28.23,100.96,1022.64,3,0.5,0.9,19,25,230,4.7,70
2019-04-14T04:30,2.96,28.06,100.979996,1022.51,3.1,0.5,0.7,16,23,252,4.7,71
2019-04-14T04:45,2.95,28.02,100.979996,1022.48,3,0.4,0.6,16,23,205,4.4,74
2019-04-14T05:00,2.94,28.02,100.94,1022.48,2.9,0.4,0.7,13,17,225,3.9,78
2019-04-14T05:15,2.94,28.02,100.92,1022.48,3.2,0.5,1.2,12,16,212,3.7,80
2019-04-14T05:30,2.92,27.95,100.93,1022.42,3,0.4,0.7,19,26,257,4.1,74
2019-04-14T05:45,2.92,27.96,100.94,1022.43,3,0.4,0.6,20,26,213,4.3,71
2019-04-14T06:00,2.92,27.99,100.909996,1022.45,3,0.4,0.6,21,30,208,4.2,73
2019-04-14T06:15,2.92,28.01,100.94,1022.47,3,0.4,0.8,25,31,194,4,71
2019-04-14T06:30,2.95,28.04,100.94,1022.49,2.8,0.5,1,26,36,254,4.1,69
2019-04-14T06:45,3.02,28.18,100.94,1022.6,2.9,0.5,0.7,25,31,225,4.2,68
2019-04-14T07:00,3.14,28.44,100.97,1022.81,2.9,0.6,1.1,26,37,222,3.9,72
2019-04-14T07:15,3.18,28.6,100.96,1022.94,3,0.6,1,25,37,219,3.7,75
2019-04-14T07:30,3.34,28.87,100.95,1023.16,2.9,0.7,1,29,40,233,3.9,69
2019-04-14T07:45,3.39,29,100.97,1023.27,2.9,0.7,1.1,27,36,230,4,70
2019-04-14T08:00,3.39,29.09,100.97,1023.34,3.1,0.8,1,25,32,278,3.8,71
2019-04-14T08:15,3.43,29.21,100.97,1023.43,3,0.7,1.3,22,29,254,3.7,72
2019-04-14T08:30,3.4,29.3,100.97,1023.51,3,0.6,1,22,26,267,3.6,74
2019-04-14T08:45,3.35,29.35,101.009995,1023.55,3,0.6,1.2,20,27,233,3.6,73
2019-04-14T09:00,3.36,29.47,101.009995,1023.64,2.9,0.6,1.1,18,23,256,3.6,73
2019-04-14T09:15,3.32,29.58,101.009995,1023.73,2.8,0.5,0.9,19,26,224,3.6,73
2019-04-14T09:30,3.26,29.59,101.009995,1023.74,2.8,0.5,0.8,20,27,241,3.3,76
2019-04-14T09:45,3.05,29.58,101.03,1023.73,2.8,0.5,0.7,24,31,223,3.3,76
2019-04-14T10:00,2.96,29.57,101.04,1023.72,2.8,0.6,1.2,25,30,226,3.3,74
2019-04-14T10:15,3.01,29.62,101.04,1023.77,2.8,0.5,0.7,23,32,264,3.4,74
2019-04-14T10:30,2.96,29.62,101.07,1023.77,2.8,0.6,0.8,21,28,203,3.3,76
2019-04-14T10:45,2.98,29.64,101.05,1023.78,2.7,0.5,0.8,24,31,216,3.5,74
2019-04-14T11:00,2.93,29.62,101.06,1023.77,2.7,0.5,0.9,25,34,238,3.7,72
2019-04-14T11:15,2.92,29.62,101.06,1023.77,2.8,0.5,0.8,23,32,242,3.7,74
2019-04-14T11:30,2.91,29.61,101.06,1023.76,2.9,0.5,0.8,27,35,231,3.7,72
2019-04-14T11:45,2.97,29.62,101.06,1023.77,2.8,0.6,0.8,27,45,226,3.6,71
2019-04-14T12:00,2.99,29.63,101.05,1023.77,3,0.6,1.1,27,34,237,3.6,71
2019-04-14T12:15,3.03,29.63,101.06,1023.77,3.2,0.8,1.2,27,36,247,3.6,71
2019-04-14T12:30,3.08,29.63,101.1,1023.77,3,0.7,1,28,37,246,3.6,70
2019-04-14T12:45,3.12,29.64,101.090004,1023.78,3.1,0.7,1.1,28,37,221,3.6,70
2019-04-14T13:00,3.15,29.63,101.08,1023.77,3.2,0.7,1.1,26,45,242,3.6,71
2019-04-14T13:15,3.09,29.63,101.090004,1023.77,3.2,0.7,1.1,27,35,261,3.6,72
2019-04-14T13:30,3.05,29.63,101.08,1023.77,3.3,0.8,1.7,25,34,252,3.6,72
2019-04-14T13:45,3.02,29.62,101.090004,1023.77,3.2,0.7,1.2,27,34,254,3.7,71
2019-04-14T14:00,2.97,29.62,101.11,1023.77,3.2,0.7,1,25,32,266,3.7,71
2019-04-14T14:15,2.74,29.31,101.11,1023.52,3.2,0.7,1.1,30,37,221,3.7,70
2019-04-14T14:30,2.76,29.31,101.12,1023.52,3.4,0.7,1.3,29,36,242,3.9,70
2019-04-14T14:45,2.74,29.31,101.13,1023.52,3.4,0.7,1,30,39,227,3.8,70
2019-04-14T15:00,2.78,29.36,101.159996,1023.56,3.2,0.6,1,30,41,231,3.9,69
2019-04-14T15:15,3.02,29.54,101.159996,1023.7,3.3,0.8,1.3,29,37,229,3.7,73
2019-04-14T15:30,3.23,29.5,101.159996,1023.67,3.4,0.8,1.4,27,43,196,3.4,73
2019-04-14T15:45,2.96,29.45,101.17,1023.63,3.5,1,1.5,29,36,227,3.5,74
2019-04-14T16:00,3.1,29.51,101.159996,1023.68,3.4,0.8,1.4,27,39,241,3.5,73
2019-04-14T16:15,3.23,29.39,101.159996,1023.58,3.5,0.8,1.4,27,51,204,3.7,73
2019-04-14T16:30,2.83,29.38,101.159996,1023.57,3.5,1,1.7,28,36,195,3.6,74
2019-04-14T16:45,3.26,29.37,101.14,1023.56,3.4,0.8,1.2,26,35,239,3.6,73
2019-04-14T17:00,3.23,29.25,101.15,1023.47,3.5,0.8,1.2,26,36,234,3.6,74
2019-04-14T17:15,3.23,29.17,101.15,1023.4,3.5,1,1.5,25,33,181,3.5,75
2019-04-14T17:30,3.24,29.13,101.15,1023.37,3.5,1,1.8,26,33,171,3.7,73
2019-04-14T17:45,3.25,29.1,101.15,1023.35,3.6,1,1.4,24,30,196,3.8,73
2019-04-14T18:00,3.2,29.08,101.15,1023.33,3.4,0.9,1.2,26,36,202,3.9,73
2019-04-14T18:15,3.19,29.09,101.14,1023.34,3.4,0.9,1.3,27,37,208,4,73
2019-04-14T18:30,3.13,29.11,101.13,1023.35,3.4,1,1.5,24,32,241,3.8,72
2019-04-14T18:45,3.2,29.22,101.13,1023.44,3.3,0.9,1.3,28,38,201,4.1,68
2019-04-14T19:00,3.16,29.24,101.12,1023.46,3.2,0.8,1.6,27,34,236,4.1,70
2019-04-14T19:15,3.09,29.21,101.12,1023.43,3.3,0.8,1.2,28,39,206,4.3,68
2019-04-14T19:30,2.88,29.3,101.11,1023.51,3.3,0.8,1.2,24,33,195,4.1,71
2019-04-14T19:45,2.81,29.38,101.08,1023.57,3.4,0.9,1.4,24,32,196,4.5,68
2019-04-14T20:00,2.85,29.39,101.07,1023.58,3.2,0.9,1.2,25,34,225,4.2,69
2019-04-14T20:15,2.84,29.43,101.090004,1023.61,3.1,0.8,1.3,22,30,235,4.3,70
2019-04-14T20:30,2.83,29.42,101.08,1023.6,3,0.8,1.2,21,29,229,4.2,72
2019-04-14T20:45,2.83,29.41,101.090004,1023.6,3,0.7,1.1,23,31,229,4.3,71
2019-04-14T21:00,2.83,29.4,101.08,1023.59,2.9,0.6,0.9,25,32,209,4.4,69
2019-04-14T21:15,2.81,29.41,101.12,1023.6,3,0.7,1.1,25,34,212,4.4,69
2019-04-14T21:30,2.8,29.39,101.159996,1023.58,3.1,0.7,0.9,27,35,231,4.5,68
2019-04-14T21:45,2.78,29.36,101.18,1023.56,3,0.7,1.1,22,30,262,4.3,70
2019-04-14T22:00,2.76,29.29,101.17,1023.5,3.1,0.7,1.1,22,28,234,4.3,70
2019-04-14T22:15,2.76,29.18,101.18,1023.41,2.9,0.7,0.9,18,24,276,4.2,71
2019-04-14T22:30,2.77,29.12,101.18,1023.36,2.9,0.6,1,21,27,259,4.2,70
2019-04-14T22:45,2.76,29.11,101.18,1023.35,2.9,0.5,0.8,19,23,242,4,74
2019-04-14T23:00,2.76,29.12,101.2,1023.36,2.9,0.5,0.7,17,21,229,4.1,73
2019-04-14T23:15,2.77,29.08,101.21,1023.33,2.9,0.5,0.8,14,17,230,4,74
2019-04-14T23:30,2.76,29.07,101.19,1023.32,2.8,0.4,0.8,11,15,253,3.8,78
2019-04-14T23:45,2.76,29.01,101.17,1023.27,3,0.4,0.7,11,15,221,3.6,80
2019-04-15T00:00,2.75,28.96,101.13,1023.23,3,0.3,0.6,10,13,237,3.5,81
2019-04-15T00:15,2.74,28.91,101.14,1023.19,2.8,0.3,0.5,9,12,237,3.5,81
2019-04-15T00:30,2.76,28.83,101.15,1023.13,2.9,0.3,0.5,8,11,219,3.5,81
2019-04-15T00:45,2.74,28.81,101.21,1023.11,3.1,0.3,0.6,10,12,232,3.5,81
2019-04-15T01:00,2.7,28.76,101.22,1023.07,3.2,0.3,0.4,9,12,238,3.5,81
2019-04-15T01:15,2.68,28.74,101.22,1023.06,3.1,0.3,0.4,7,10,237,3.5,80
2019-04-15T01:30,2.67,28.72,101.21,1023.04,3.2,0.2,0.4,4,5,279,3.8,76
2019-04-15T01:45,2.66,28.72,101.19,1023.04,3.2,0.2,0.3,4,6,14,3.7,77
2019-04-15T02:00,2.67,28.74,101.17,1023.06,3.2,0.2,0.4,7,9,10,3.9,72
2019-04-15T02:15,2.69,28.78,101.159996,1023.09,3.2,0.2,0.3,6,8,35,3.7,74
2019-04-15T02:30,2.68,28.83,101.13,1023.13,3.2,0.2,0.2,6,9,41,3.4,76
2019-04-15T02:45,2.69,28.9,101.1,1023.18,3.4,0.2,0.5,8,10,35,3.3,74
2019-04-15T03:00,2.67,28.9,101.14,1023.18,3.3,0.1,0.2,6,8,36,3.3,75
2019-04-15T03:15,2.68,28.92,101.11,1023.2,3.4,0.1,0.2,6,8,44,3.3,76
2019-04-15T03:30,2.69,28.99,101.06,1023.26,3.4,0.1,0.1,8,10,43,3.1,76
2019-04-15T03:45,2.67,29.05,101.03,1023.31,3.4,0.1,0.2,7,10,41,3,77
2019-04-15T04:00,2.7,29.06,101.009995,1023.31,3.4,0.1,0.1,9,11,39,3.2,73
2019-04-15T04:15,2.67,29.09,100.97,1023.34,3.1,0.1,0.2,9,12,49,3.2,73
2019-04-15T04:30,2.64,29.07,101.020004,1023.32,3.5,0.1,0.1,7,9,35,3.1,76
2019-04-15T04:45,2.72,29.22,101.020004,1023.44,3.5,0.1,0.1,6,7,60,3.1,76
2019-04-15T05:00,2.7,29.17,101,1023.4,3.5,0.1,0.1,5,7,50,2.9,80
2019-04-15T05:15,2.63,29.15,100.979996,1023.39,3.5,0.1,0.1,7,8,51,2.9,80
2019-04-15T05:30,2.59,29.05,100.979996,1023.31,0,0,0,4,6,33,2.8,82
2019-04-15T05:45,2.59,28.78,100.96,1023.09,0,0,0,5,6,36,2.6,84
2019-04-15T06:00,2.59,28.46,100.909996,1022.83,0,0,0,9,11,49,2.7,80
2019-04-15T06:15,2.59,28.34,100.89,1022.73,0,0,0,10,12,53,2.8,79
2019-04-15T06:30,2.58,28.3,100.85,1022.7,0,0,0,9,11,68,2.7,81
2019-04-15T06:45,2.59,28.36,100.8,1022.75,0,0,0,11,13,69,2.7,80
2019-04-15T07:00,2.6,28.42,100.78,1022.8,0,0,0,11,14,66,2.7,78
2019-04-15T07:15,2.59,28.51,100.75,1022.87,0,0,0,14,18,49,2.7,77
2019-04-15T07:30,2.59,28.56,100.759995,1022.91,0,0,0,15,18,36,2.8,75
2019-04-15T07:45,2.59,28.72,100.740005,1023.04,0,0,0,15,18,45,2.8,75
2019-04-15T08:00,2.6,28.84,100.71,1023.14,3.4,0.1,0.1,16,20,34,2.8,75
2019-04-15T08:15,2.61,28.93,100.7,1023.21,2.6,0.1,0.1,15,18,56,2.7,76
2019-04-15T08:30,2.61,28.95,100.63,1023.22,2.4,0.1,0.1,19,23,51,2.7,76
2019-04-15T08:45,2.65,28.83,100.6,1023.13,2.5,0.1,0.2,19,23,53,2.8,74
2019-04-15T09:00,2.67,28.85,100.56,1023.14,2.6,0.1,0.2,17,22,47,2.8,76
2019-04-15T09:15,2.69,28.89,100.56,1023.18,2.5,0.2,0.2,16,23,64,2.8,79
2019-04-15T09:30,2.69,28.96,100.47,1023.23,2.7,0.2,0.3,21,26,64,2.7,80
2019-04-15T09:45,2.52,28.59,100.45,1022.93,2.7,0.2,0.3,20,27,74,2.7,82
2019-04-15T10:00,2.57,28.59,100.46,1022.93,3.1,0.2,0.2,20,28,72,2.7,81
2019-04-15T10:15,2.59,28.62,100.42,1022.96,3.2,0.2,0.3,18,22,57,2.8,82
2019-04-15T10:30,2.58,28.15,100.409996,1022.58,3.5,0.2,0.3,17,25,68,2.9,82
2019-04-15T10:45,2.6,28,100.4,1022.46,3.8,0.3,0.5,15,18,72,2.9,81
2019-04-15T11:00,2.61,27.97,100.37,1022.43,3.4,0.2,0.5,16,23,80,2.6,81
2019-04-15T11:15,2.61,27.76,100.340004,1022.27,3.2,0.3,0.4,22,29,81,2.7,80
2019-04-15T11:30,2.66,27.65,100.29,1022.18,3.4,0.4,0.7,24,32,46,2.6,80
2019-04-15T11:45,2.68,27.64,100.229996,1022.17,3.6,0.5,0.7,29,47,65,2.5,77
2019-04-15T12:00,2.68,27.61,100.229996,1022.14,3.4,0.6,0.8,28,45,98,2.2,79
2019-04-15T12:15,2.68,27.63,100.25,1022.16,3.5,0.6,0.9,30,38,66,1.9,76
2019-04-15T12:30,2.69,27.67,100.21,1022.19,3.5,0.8,1.3,31,44,70,1.6,77
2019-04-15T12:45,2.68,27.73,100.22,1022.24,3.7,0.9,1.6,30,39,31,1.2,81
2019-04-15T13:15,2.65,27.85,100.08,1022.34,3.5,0.9,1.5,99,0,113,0.8,80
2019-04-15T13:30,2.63,27.94,100.03,1022.41,3.5,0.9,1.4,99,0,129,0.7,78
2019-04-15T13:45,2.63,27.99,100,1022.45,3.8,1.1,1.9,99,0,137,0.9,77
2019-04-15T14:00,2.64,27.99,99.909996,1022.45,3.9,1.3,1.8,31,31,66,1,81
2019-04-15T14:15,2.64,27.85,99.840004,1022.34,3.7,1.2,1.8,41,56,25,1.1,81
2019-04-15T14:30,2.63,27.9,99.8,1022.38,3.9,1.3,1.8,41,57,31,1.2,79
2019-04-15T14:45,2.62,27.89,99.69,1022.37,4,1.5,2.3,42,59,44,1.2,80
2019-04-15T15:00,2.62,27.94,99.7,1022.41,4.1,1.6,2.1,41,59,63,1.3,83
2019-04-15T15:15,2.62,28.06,99.65,1022.51,4.3,1.5,2.3,42,54,75,1.2,82
2019-04-15T15:30,2.62,28.19,99.6,1022.61,3.9,1.6,2.4,40,54,33,1.4,83
2019-04-15T15:45,2.61,28.26,99.56,1022.67,4.3,1.7,2.6,40,57,43,1.3,83
2019-04-15T16:00,2.61,28.37,99.45,1022.76,4,1.5,2.4,44,60,14,1.3,82
2019-04-15T16:15,2.6,28.47,99.229996,1022.84,4.2,1.7,2.6,45,62,29,1.3,81
2019-04-15T16:30,2.59,28.54,99.159996,1022.89,4.1,1.7,2.9,45,62,55,1.3,84
2019-04-15T16:45,2.58,28.65,99.32,1022.98,4.6,2,3.4,43,57,68,1.3,83
2019-04-15T17:00,2.58,28.83,99.35,1023.13,4.4,2,2.7,41,56,29,1.4,84
2019-04-15T17:15,2.57,28.76,99.409996,1023.07,4.4,1.9,3.3,42,52,50,1.4,82
2019-04-15T17:30,2.55,28.68,99.44,1023.01,4.6,2,3.4,34,46,56,1.2,85
2019-04-15T17:45,2.51,28.68,99.42,1023.01,4.8,2.1,2.9,40,52,49,1,85
2019-04-15T18:00,2.44,28.58,99.36,1022.93,4.4,1.9,3.2,37,58,39,0.9,87
2019-04-15T18:15,2.35,28.51,99.37,1022.87,4.6,2,2.7,38,62,34,1,86
2019-04-15T18:30,2.32,28.48,99.32,1022.85,4.8,2,3.1,41,60,40,1.1,85
2019-04-15T18:45,2.31,28.46,99.340004,1022.83,4.7,2,3.3,44,62,37,1.1,82
2019-04-15T19:00,2.3,28.47,99.31,1022.84,4.8,2.1,2.8,46,64,60,1.1,83
2019-04-15T19:15,2.29,28.42,99.25,1022.8,5,2.2,3.3,47,74,57,1,84
2019-04-15T19:30,2.29,28.32,99.2,1022.72,4.9,2.1,3.1,44,73,49,1,84
2019-04-15T19:45,2.29,28.23,99.17,1022.64,5,2.3,3.4,48,69,53,1,84
2019-04-15T20:00,2.31,28.22,99.14,1022.64,5.1,2.3,3.4,44,49,130,0.9,85
2019-04-15T20:15,2.34,28.32,99.12,1022.72,5,2.7,3.7,99,0,190,1,85
2019-04-15T20:30,2.35,28.35,99.090004,1022.74,5,2.5,4.6,99,0,169,1,83
2019-04-15T20:45,2.38,28.46,99.090004,1022.83,5.3,2.7,3.5,46,63,39,1.1,85
2019-04-15T21:00,2.4,28.54,99.13,1022.89,5.4,2.9,4.4,47,72,61,1.1,84
2019-04-15T21:15,2.37,28.49,99.18,1022.85,5.6,2.8,4,46,69,43,1.1,84
2019-04-15T21:30,2.36,28.5,99.17,1022.86,5.6,3,4.7,41,60,49,1.1,86
2019-04-15T21:45,2.36,28.52,99.18,1022.88,5.5,2.8,3.8,42,62,72,1,85
2019-04-15T22:00,2.35,28.53,99.159996,1022.89,5.5,2.6,4.6,53,77,69,1,85
2019-04-15T22:15,2.31,28.5,99.19,1022.86,6,3,4.5,43,73,30,1.2,85
2019-04-15T22:30,2.26,28.48,99.2,1022.85,5.6,3.2,5.7,44,73,37,1.2,86
2019-04-15T22:45,2.18,28.47,99.18,1022.84,5.8,3.1,5.2,34,55,51,1.2,86
2019-04-15T23:00,2.16,28.49,99.19,1022.85,6.3,3.3,5.2,41,64,19,1.3,85
2019-04-15T23:15,2.13,28.51,99.19,1022.87,6.1,2.9,4.2,41,72,31,1.3,85
2019-04-15T23:30,2.07,28.56,99.2,1022.91,5.8,2.9,3.5,38,69,39,1.3,86
2019-04-15T23:45,2,28.63,99.2,1022.97,5.4,3.2,4.1,39,65,30,1.3,86
2019-04-16T00:00,1.97,28.68,99.22,1023.01,5.3,2.7,4.6,36,62,61,1.4,86
2019-04-16T00:15,1.93,28.76,99.22,1023.07,5.5,2.9,4,42,73,66,1.5,85
2019-04-16T00:30,1.95,28.83,99.22,1023.13,5.9,2.8,4.3,42,72,23,1.7,84
2019-04-16T00:45,1.99,28.89,99.240005,1023.18,5.6,3.2,6.3,40,67,53,1.7,85
2019-04-16T01:15,2.09,28.98,99.25,1023.25,5.8,2.9,4.5,39,75,40,1.8,85
2019-04-16T01:30,2.11,29.02,99.25,1023.28,6,2.9,3.8,38,69,2,1.9,84
2019-04-16T01:45,2.13,29.03,99.28,1023.29,5.8,3,4.5,38,65,35,1.9,84
2019-04-16T02:00,2.18,29.03,99.28,1023.29,5.6,3,4.3,39,66,20,2,84
2019-04-16T02:15,2.24,28.97,99.29,1023.24,5.3,2.8,4.1,30,52,48,1.7,86
2019-04-16T02:30,2.26,28.92,99.29,1023.2,5.4,2.9,5,31,55,38,1.8,85
2019-04-16T02:45,2.26,28.9,99.29,1023.18,5.5,2.8,3.7,35,59,358,2,84
2019-04-16T03:00,2.26,28.9,99.29,1023.18,6.2,3.5,5.1,28,49,284,1.9,86
2019-04-16T03:15,2.25,28.91,99.31,1023.19,5.8,2.9,3.8,29,39,25,1.5,88
2019-04-16T03:30,2.25,28.91,99.31,1023.19,5.7,2.7,4,29,43,1,1.4,89
2019-04-16T03:45,2.26,28.91,99.32,1023.19,5.4,2.5,3.8,28,39,12,1.4,89
2019-04-16T04:00,2.26,28.89,99.33,1023.18,5.4,2.7,4.4,28,51,7,1.5,89
2019-04-16T04:15,2.26,28.89,99.33,1023.18,6.4,3.1,4.2,29,49,346,1.6,88
2019-04-16T04:30,2.26,28.89,99.340004,1023.18,5.6,2.7,3.4,29,38,11,1.7,88
2019-04-16T04:45,2.26,28.89,99.33,1023.18,6.2,2.9,4.3,26,35,359,1.7,88
2019-04-16T05:00,2.26,28.89,99.33,1023.18,5.7,2.6,4.1,24,34,335,1.8,89
2019-04-16T05:15,2.25,28.89,99.33,1023.18,6.1,2.7,3.7,22,34,319,1.8,89
2019-04-16T05:30,2.24,28.89,99.33,1023.18,6.6,2.7,4.3,20,29,356,1.9,89
2019-04-16T05:45,2.23,28.9,99.32,1023.18,6.3,2.8,4.6,28,36,326,2.2,87
2019-04-16T06:00,2.22,28.9,99.36,1023.18,6.6,2.8,4,30,41,334,1.7,87
2019-04-16T06:15,2.22,28.9,99.36,1023.18,5.6,2.3,3.5,28,39,1,1.7,87
2019-04-16T06:30,2.22,28.91,99.36,1023.19,6,2.7,3.3,28,39,333,1.9,85
2019-04-16T06:45,2.21,28.91,99.36,1023.19,6.3,2.5,4,25,38,309,2.3,82
2019-04-16T07:00,2.2,28.91,99.37,1023.19,5.5,2.2,3.5,27,38,3,2.3,81
2019-04-16T07:15,2.18,28.91,99.38,1023.19,5.2,2,3,28,41,354,2.4,81
2019-04-16T07:30,2.16,28.91,99.39,1023.19,5.6,2.4,3.2,32,48,4,2.4,80
2019-04-16T07:45,2.12,28.92,99.409996,1023.2,5.6,2.2,3.5,32,45,6,2.4,80
2019-04-16T08:00,2.08,28.93,99.43,1023.21,5.2,2.3,3.1,29,41,338,2.4,81
2019-04-16T08:15,2.01,28.95,99.47,1023.22,5.2,2.3,3.4,28,37,311,2.3,80
2019-04-16T08:30,1.73,28.9,99.47,1023.18,4.8,1.8,2.7,29,37,352,2.3,80
2019-04-16T08:45,1.66,28.83,99.490005,1023.13,5.1,2,2.5,29,40,343,2.3,80
2019-04-16T09:00,1.69,28.76,99.509995,1023.07,4.9,1.7,3.5,29,39,348,2.2,80
2019-04-16T09:15,1.69,28.76,99.55,1023.07,4.8,1.6,2.1,29,38,322,2.3,80
2019-04-16T09:30,1.71,28.7,99.58,1023.02,4.8,1.6,2.4,32,49,340,2.3,79
2019-04-16T09:45,1.72,28.67,99.6,1023,4.7,1.6,2.5,29,40,358,2.2,79
2019-04-16T10:00,1.72,28.67,99.64,1023,4.7,1.6,2.2,31,50,13,2.2,79
2019-04-16T10:15,1.71,28.66,99.659996,1022.99,4.7,1.5,2.4,29,49,324,2.1,78
2019-04-16T10:30,1.67,28.64,99.68,1022.97,4.4,1.6,2.2,33,45,348,2.1,78
2019-04-16T10:45,1.66,28.65,99.71,1022.98,4.2,1.5,2.1,31,52,355,2,78
2019-04-16T11:00,1.65,28.65,99.729996,1022.98,4.3,1.4,1.7,32,60,337,2,78
2019-04-16T11:15,1.62,28.66,99.75,1022.99,4,1.4,2.1,30,59,309,2,78
2019-04-16T11:30,1.61,28.68,99.759995,1023.01,4.1,1.5,2.1,31,62,338,2,78
2019-04-16T11:45,1.59,28.72,99.78,1023.04,4.3,1.5,2,30,56,333,2,78
2019-04-16T12:00,1.6,28.75,99.79,1023.06,4.2,1.5,2.4,29,52,353,2.1,77
2019-04-16T12:15,1.59,28.77,99.81,1023.08,4.3,1.6,3.1,29,54,346,2.1,77
2019-04-16T12:30,1.58,28.8,99.82,1023.1,4.2,1.5,2.1,33,53,350,2.2,77
2019-04-16T12:45,1.57,28.84,99.840004,1023.14,4.1,1.6,2.1,27,61,349,2.3,77
2019-04-16T13:00,1.57,28.87,99.840004,1023.16,4.4,1.7,2.7,30,60,351,2.3,77
2019-04-16T13:15,1.57,28.89,99.87,1023.18,4.5,1.7,2.4,28,49,341,2.4,76
2019-04-16T13:30,1.56,28.91,99.89,1023.19,4.2,1.6,2.4,28,59,333,2.5,75
