Date, Water Temperature, Salinity, Pressure, Density, Wave Period, Wave Mean Height, Wave Significant Height, Wind Speed, Wind Gusts, Wind Provenance, Air Temperature, Humidity
2021-05-25T22:30,6.71,26.61,100.64,1021.34,3.9,1.5,2.4,36,64,212,10.9,81
2021-05-25T23:00,6.83,26.52,100.64,1021.27,3.9,1.5,2.1,35,51,221,11.1,81
2021-05-25T23:30,6.83,26.42,100.65,1021.19,3.9,1.5,2.2,34,61,249,10.7,81
2021-05-26T00:00,7.61,25.81,100.65,1020.69,3.7,1.1,1.7,35,62,242,11,83
2021-05-26T00:30,7.48,25.78,100.69,1020.67,3.7,1,1.5,33,51,231,10.8,84
2021-05-26T01:00,7.24,25.76,100.7,1020.65,3.6,1,1.4,26,33,192,10.3,86
2021-05-26T01:30,7.22,25.84,100.729996,1020.72,3.6,0.9,1.2,28,35,222,10.3,86
2021-05-26T02:00,7.27,25.8,100.71,1020.69,3.5,1,1.5,26,33,187,10.2,86
2021-05-26T02:30,7.25,25.81,100.729996,1020.69,3.6,1.1,1.4,22,26,203,10.1,87
2021-05-26T03:00,7.15,25.82,100.729996,1020.7,3.6,0.9,1.4,19,26,191,9,88
2021-05-26T03:30,7.06,25.84,100.72,1020.72,3.3,0.7,1.2,22,29,210,9.6,88
2021-05-26T04:00,7.03,25.87,100.71,1020.74,3.4,0.6,1.1,19,25,215,8.9,88
2021-05-26T04:30,7.17,25.95,100.659996,1020.81,3.2,0.5,1.1,19,23,210,9,88
2021-05-26T05:00,7.03,26.03,100.659996,1020.87,3.4,0.5,1,15,22,186,8.5,88
2021-05-26T05:30,6.99,26.07,100.62,1020.9,3.7,0.4,0.6,17,21,203,8.5,89
2021-05-26T06:00,6.9,26.12,100.61,1020.94,3.4,0.4,0.8,15,18,215,9.7,89
2021-05-26T06:30,6.86,26.16,100.54,1020.98,3.3,0.4,0.6,15,18,158,9.5,88
2021-05-26T07:00,6.84,26.26,100.53,1021.06,3.2,0.3,0.8,14,16,184,10.2,90
2021-05-26T07:30,6.66,26.39,100.509995,1021.16,3.2,0.3,0.4,11,13,191,8.9,89
2021-05-26T08:00,6.59,26.48,100.520004,1021.23,3.2,0.3,0.5,9,12,230,9.6,90
2021-05-26T08:30,6.62,26.48,100.490005,1021.23,3,0.2,0.3,12,15,218,8.9,89
2021-05-26T09:00,6.68,26.45,100.490005,1021.21,2.9,0.2,0.4,16,20,217,9.9,90
2021-05-26T09:30,6.67,26.44,100.45,1021.2,2.8,0.2,0.4,15,19,198,10,90
2021-05-26T10:00,6.57,26.5,100.46,1021.25,2.8,0.2,0.4,14,17,199,9.4,89
2021-05-26T10:30,6.5,26.56,100.39,1021.3,2.9,0.2,0.4,10,12,177,9.4,90
2021-05-26T11:00,6.35,26.58,100.4,1021.31,2.8,0.3,0.5,8,12,207,10,90
2021-05-26T11:30,5.46,26.55,100.39,1021.29,2.8,0.4,0.5,18,22,238,8.9,89
2021-05-26T12:00,5.51,26.56,100.35,1021.3,2.7,0.3,0.4,13,17,237,9.3,90
2021-05-26T12:30,6.48,24.87,100.36,1019.94,2.7,0.2,0.3,11,13,246,10.9,90
2021-05-26T13:00,6.56,24.25,100.36,1019.44,2.8,0.1,0.2,6,8,147,9.9,89
2021-05-26T13:30,6.45,24.6,100.259995,1019.72,3.3,0.1,0.1,20,24,199,8.8,89
2021-05-26T14:00,6.48,24.43,100.22,1019.58,2.9,0.2,0.3,22,27,196,9.1,89
2021-05-26T14:30,6.25,24.66,100.21,1019.77,2.8,0.5,0.8,22,28,233,9.6,89
2021-05-26T15:00,6.14,24.93,100.18,1019.98,2.9,0.5,1.4,23,31,237,9.9,89
2021-05-26T15:30,6.11,25.11,100.12,1020.13,3,0.6,1,29,38,228,10.4,89
2021-05-26T16:00,6.03,25.37,100.07,1020.34,3.3,0.8,1.3,29,43,216,10.2,87
2021-05-26T16:30,5.94,25.61,100.03,1020.53,3.4,0.9,1.4,28,38,236,10.7,82
2021-05-26T17:00,6,25.6,99.93,1020.52,3.4,0.9,1.6,28,36,221,11,82
2021-05-26T17:30,6.07,25.6,99.85,1020.52,3.5,0.9,1.6,31,44,228,11.9,81
2021-05-26T18:00,6.02,25.75,99.78,1020.65,3.8,1,1.4,27,38,219,11.8,83
2021-05-26T18:30,5.98,25.86,99.69,1020.73,3.5,1,1.4,31,44,230,12.8,78
2021-05-26T19:00,5.98,25.91,99.659996,1020.77,3.8,1.1,1.8,28,38,244,12.6,77
2021-05-26T19:30,5.95,25.98,99.62,1020.83,3.7,1,1.6,24,32,210,11.9,78
2021-05-26T20:00,5.93,26.05,99.61,1020.89,3.8,1.1,1.8,28,39,256,10.7,87
2021-05-26T20:30,5.94,26.01,99.65,1020.86,3.7,1,1.4,16,21,200,11.1,87
2021-05-26T21:00,5.99,25.94,99.65,1020.8,3.7,0.9,1.2,15,18,217,9.9,87
2021-05-26T21:30,6.01,25.98,99.63,1020.83,3.6,0.8,1,18,22,192,10.2,89
2021-05-26T22:00,5.99,25.95,99.590004,1020.81,3.5,0.8,1.2,24,31,216,10.1,85
2021-05-26T22:30,5.91,25.94,99.62,1020.8,3.5,0.8,1.1,30,37,201,11,88
2021-05-26T23:00,5.9,25.98,99.62,1020.83,3.5,0.9,1.2,27,37,198,11.9,85
2021-05-26T23:30,5.91,25.85,99.62,1020.73,3.4,0.9,1.4,31,39,226,12.3,85
2021-05-27T00:00,5.86,25.8,99.65,1020.69,3.2,0.9,1.5,29,37,228,12.1,83
2021-05-27T00:30,5.94,25.73,99.67,1020.63,3.4,0.8,1.3,34,41,202,12.4,79
2021-05-27T01:00,5.9,25.68,99.7,1020.59,3.2,0.9,1.4,35,43,244,11.9,78
2021-05-27T01:30,5.74,26.01,99.83,1020.86,3.2,0.9,1.2,22,28,280,9.9,78
2021-05-27T02:00,6.03,25.44,99.840004,1020.4,3.2,0.7,1.3,18,24,272,8.7,82
2021-05-27T02:30,5.97,25.49,99.87,1020.44,3.2,0.7,1.1,17,21,257,11.5,76
2021-05-27T03:00,6.02,25.5,99.909996,1020.44,3.3,0.5,0.6,14,17,244,9.6,80
2021-05-27T03:30,6.13,25.53,99.94,1020.47,3.2,0.4,0.8,14,17,208,9.8,81
2021-05-27T04:00,6.07,25.6,99.990005,1020.52,3.2,0.4,0.6,19,23,229,10.6,84
2021-05-27T04:30,5.94,25.73,100.03,1020.63,3.2,0.3,0.6,20,25,220,9.9,83
2021-05-27T05:00,5.89,25.78,100.05,1020.67,3.3,0.3,0.5,15,19,251,9.9,79
2021-05-27T05:30,5.9,25.77,100.08,1020.66,3.7,0.3,0.6,12,17,275,8.9,81
2021-05-27T06:00,5.87,25.8,100.15,1020.69,3.6,0.3,0.5,17,24,296,8.9,78
2021-05-27T06:30,5.83,25.85,100.259995,1020.73,2.9,0.4,0.7,34,44,289,9.9,67
2021-05-27T07:00,5.76,25.96,100.33,1020.81,2.8,0.6,0.9,33,47,305,9.3,65
2021-05-27T07:30,5.76,25.93,100.39,1020.79,3.1,0.8,1.1,26,31,294,8.1,69
2021-05-27T08:00,5.87,25.81,100.490005,1020.69,3,0.8,1.3,41,64,249,8.2,58
2021-05-27T08:30,5.75,25.95,100.64,1020.81,3.4,1,1.6,39,72,278,7.6,60
2021-05-27T09:00,5.73,25.91,100.729996,1020.77,3.4,1,1.9,26,34,279,6.8,63
2021-05-27T09:30,5.72,25.81,100.78,1020.69,3.2,0.9,1.5,40,56,276,6.3,63
2021-05-27T10:00,5.6,25.89,100.86,1020.76,3.3,0.9,1.3,28,35,284,6.1,62
2021-05-27T10:30,5.5,26.01,100.92,1020.86,3.3,0.9,1.6,21,30,273,5.7,61
2021-05-27T11:00,5.43,26.06,100.990005,1020.9,3.3,0.8,1.5,37,64,315,5.7,60
2021-05-27T11:30,5.33,26.27,101.009995,1021.06,3.3,1.1,1.6,33,42,272,5.5,59
2021-05-27T12:00,5.34,26.34,101.08,1021.12,3.4,1,1.8,29,36,294,5.3,60
2021-05-27T12:30,5.4,26.32,101.12,1021.1,3.6,1.1,1.9,27,34,277,5.2,64
2021-05-27T13:00,5.44,26.3,101.159996,1021.09,3.5,1,1.9,25,35,300,5.2,57
2021-05-27T13:30,5.43,26.4,101.19,1021.17,3.4,0.9,1.3,29,35,275,5.2,62
2021-05-27T14:00,5.42,26.54,101.21,1021.28,3.5,1,1.6,25,34,270,5.2,59
2021-05-27T14:30,5.24,26.53,101.25,1021.27,3.4,0.9,1.4,25,31,298,5.5,58
2021-05-27T15:00,5.29,26.36,101.270004,1021.14,3.3,0.8,1.1,28,34,269,5.7,54
2021-05-27T15:30,5.48,26.28,101.3,1021.07,3.2,0.8,1.6,26,32,268,5.6,58
2021-05-27T16:00,5.57,26.34,101.3,1021.12,3.2,0.7,1,31,38,249,5.7,57
2021-05-27T16:30,5.53,26.37,101.3,1021.15,3.1,0.7,1.1,33,43,299,6,52
2021-05-27T17:00,5.42,26.44,101.31,1021.2,3.3,0.7,1,23,31,297,6,55
2021-05-27T17:30,5.47,26.37,101.32,1021.15,3.2,0.7,1.1,20,27,272,6,55
2021-05-27T18:00,5.52,26.32,101.33,1021.1,3.3,0.8,1.3,28,35,274,6,54
2021-05-27T18:30,5.58,26.3,101.32,1021.09,3.3,0.9,1.3,18,23,283,6,57
2021-05-27T19:00,5.6,26.29,101.32,1021.08,3.6,0.7,1.3,27,34,263,6,55
2021-05-27T19:30,5.62,26.27,101.35,1021.06,3.2,0.7,1.3,27,36,295,6.1,54
2021-05-27T20:00,5.51,26.36,101.37,1021.14,3.2,0.7,1.1,22,32,293,6.1,55
2021-05-27T20:30,5.38,26.44,101.39,1021.2,3.3,0.8,1.2,27,35,297,6.1,51
2021-05-27T21:00,5.38,26.47,101.4,1021.23,3.3,0.8,1.4,30,41,303,6.5,48
2021-05-27T21:30,5.34,26.57,101.42,1021.31,3.3,0.9,1.8,22,30,266,6.4,49
2021-05-27T22:00,5.66,26.59,101.43,1021.32,3.2,0.8,1.4,23,30,257,6.4,54
2021-05-27T22:30,5.65,26.6,101.47,1021.33,3.1,0.7,1.7,22,29,281,6.2,54
2021-05-27T23:00,5.65,26.62,101.47,1021.35,3.2,0.7,1.3,22,29,279,6.5,49
2021-05-27T23:30,5.56,26.64,101.5,1021.36,3.4,0.9,1.3,27,38,297,6.4,50
2021-05-28T00:00,5.49,26.65,101.509995,1021.37,3.2,0.8,1.4,28,35,282,6.3,49
2021-05-28T00:30,5.43,26.65,101.53,1021.37,3.3,0.9,1.4,27,34,273,6,55
2021-05-28T01:00,5.49,26.36,101.57,1021.14,3.7,0.9,1.3,26,33,295,6,54
2021-05-28T01:30,5.38,26.16,101.6,1020.98,3.4,0.8,1.4,25,32,271,5.9,53
2021-05-28T02:00,5.45,26.05,101.6,1020.89,3.2,0.8,1.2,21,26,279,5.8,55
2021-05-28T02:30,5.6,25.91,101.58,1020.77,,,,24,31,223,5.6,56
2021-05-28T03:00,5.71,25.62,101.56,1020.54,,,,26,35,258,5.7,53
2021-05-28T03:30,5.8,25.72,101.54,1020.62,,,,25,37,271,5.7,54
2021-05-28T04:00,5.88,25.65,101.54,1020.57,,,,28,36,246,5.5,54
2021-05-28T04:30,5.89,25.63,101.55,1020.55,,,,28,38,229,5.2,56
2021-05-28T05:00,5.87,25.62,101.56,1020.54,,,,30,39,295,5.1,52
2021-05-28T05:30,5.72,25.71,101.57,1020.61,,,,29,38,294,4.8,53
2021-05-28T06:00,5.38,26.16,101.57,1020.98,,,,35,49,275,4.8,50
2021-05-28T06:30,5.2,26.73,101.57,1021.44,,,,32,41,288,4.6,50
2021-05-28T07:00,5.2,26.77,101.6,1021.47,,,,42,59,289,3.9,51
2021-05-28T07:30,5.09,26.84,101.61,1021.52,,,,42,65,322,3.5,55
2021-05-28T08:00,5.09,26.8,101.63,1021.49,,,,37,51,310,3.2,48
2021-05-28T08:30,5.1,26.76,101.65,1021.46,,,,39,61,304,3.1,54
2021-05-28T09:00,5.09,26.72,101.65,1021.43,,,,33,46,265,3.1,50
2021-05-28T09:30,5.04,26.73,101.67,1021.44,,,,23,27,300,2.9,45
2021-05-28T10:00,5,26.81,101.7,1021.5,,,,26,32,264,3.1,50
2021-05-28T10:30,5.02,26.84,101.740005,1021.52,,,,26,34,293,3,49
2021-05-28T11:00,4.91,26.84,101.759995,1021.52,,,,30,36,293,3.1,51
2021-05-28T11:30,4.86,26.85,101.770004,1021.53,,,,30,38,253,3.1,50
2021-05-28T12:00,4.82,26.85,101.79,1021.53,,,,26,35,235,3.1,52
2021-05-28T12:30,4.79,26.88,101.8,1021.56,,,,28,37,242,3.3,51
2021-05-28T13:00,4.76,26.92,101.8,1021.59,,,,28,38,247,3.5,54
2021-05-28T13:30,4.76,26.95,101.82,1021.61,,,,34,44,265,3.7,51
2021-05-28T14:00,4.8,26.92,101.82,1021.59,,,,31,41,308,4,52
2021-05-28T14:30,4.82,26.92,101.82,1021.59,,,,25,33,265,4.1,52
2021-05-28T15:00,4.78,26.93,101.81,1021.6,,,,24,31,283,4.4,54
2021-05-28T15:30,4.83,26.92,101.78,1021.59,,,,28,36,285,4.7,53
2021-05-28T16:00,4.85,26.92,101.78,1021.59,,,,15,21,229,4.8,53
2021-05-28T16:30,4.92,26.93,101.79,1021.6,,,,19,27,298,5.2,49
2021-05-28T17:00,4.93,26.94,101.78,1021.6,,,,18,24,309,5.1,52
2021-05-28T17:30,4.96,26.97,101.78,1021.63,,,,19,25,307,5.5,53
2021-05-28T18:00,4.98,26.98,101.78,1021.64,,,,22,28,330,5.6,54
2021-05-28T18:30,5.04,26.97,101.740005,1021.63,,,,13,18,302,5.7,55
2021-05-28T19:00,5.13,26.96,101.72,1021.62,,,,13,17,321,5.9,56
2021-05-28T19:30,5.22,26.95,101.71,1021.61,,,,10,14,9,6.1,56
2021-05-28T20:00,5.34,26.95,101.69,1021.61,,,,10,14,331,6.5,51
2021-05-28T20:30,5.34,26.94,101.69,1021.6,,,,6,10,277,6.7,54
2021-05-28T21:00,5.44,26.94,101.71,1021.6,,,,19,26,219,7.4,44
2021-05-28T21:30,5.37,26.94,101.72,1021.6,,,,9,14,139,7,49
2021-05-28T22:00,5.4,26.95,101.75,1021.61,,,,12,18,180,6.5,57
2021-05-28T22:30,5.43,26.95,101.79,1021.61,,,,5,9,266,6.9,49
2021-05-28T23:00,5.44,26.95,101.78,1021.61,,,,6,14,357,7.8,45
2021-05-28T23:30,5.41,26.95,101.78,1021.61,,,,21,28,4,7,54
2021-05-29T00:00,6.34,25.69,101.82,1020.6,,,,17,25,346,6.7,58
2021-05-29T00:30,6.44,25.51,101.87,1020.45,,,,14,22,350,6.3,61
2021-05-29T01:00,6.4,25.38,101.92,1020.35,,,,17,23,352,6.3,61
2021-05-29T01:30,6.32,25.33,101.97,1020.31,,,,21,26,21,6.2,60
2021-05-29T02:00,6.22,25.41,102,1020.37,,,,28,35,37,6.2,57
2021-05-29T02:30,5.9,26.06,102.04,1020.9,,,,23,34,61,6.3,56
2021-05-29T03:00,5.51,26.85,102.07,1021.53,,,,16,22,351,5.7,59
2021-05-29T03:30,5.81,26.02,102.090004,1020.86,,,,20,27,357,5.6,54
2021-05-29T04:00,6.03,25.79,102.12,1020.68,,,,20,26,343,5.4,56
2021-05-29T04:30,5.82,26.19,102.13,1021,,,,14,19,343,5,58
2021-05-29T05:00,6.15,25.76,102.15,1020.65,,,,15,19,347,4.9,61
2021-05-29T05:30,6.34,25.49,102.19,1020.44,,,,14,18,329,5,54
2021-05-29T06:00,6.33,25.45,102.19,1020.4,,,,19,23,354,4.8,51
2021-05-29T06:30,6.15,25.61,102.19,1020.53,,,,20,24,331,4.5,53
2021-05-29T07:00,6.07,25.73,102.229996,1020.63,,,,20,26,327,4.4,55
2021-05-29T07:30,5.92,25.94,102.22,1020.8,,,,21,25,332,4.2,57
2021-05-29T08:00,5.75,26.12,102.229996,1020.94,,,,21,25,341,4.2,58
2021-05-29T08:30,5.64,26.27,102.259995,1021.06,,,,18,24,340,4.2,63
2021-05-29T09:00,5.43,26.36,102.259995,1021.14,,,,19,23,317,4.1,60
2021-05-29T09:30,5.37,26.45,102.31,1021.21,,,,21,25,305,3.9,64
2021-05-29T10:00,5.29,26.54,102.36,1021.28,,,,20,25,325,3.6,64
2021-05-29T10:30,5.2,26.63,102.39,1021.35,,,,22,27,304,3.6,61
2021-05-29T11:00,5.21,26.63,102.42,1021.35,,,,21,29,320,3.7,63
2021-05-29T11:30,5.24,26.63,102.44,1021.35,,,,19,25,299,3.8,62
2021-05-29T12:00,5.25,26.66,102.46,1021.38,,,,17,21,322,4.1,61
2021-05-29T12:30,5.25,26.72,102.46999,1021.43,,,,15,21,318,4.4,58
2021-05-29T13:00,5.32,26.75,102.5,1021.45,,,,12,15,303,4.9,58
2021-05-29T13:30,5.4,26.75,102.5,1021.45,,,,8,11,319,5.1,56
2021-05-29T14:00,5.59,26.77,102.54,1021.47,,,,2,5,296,5.4,50
2021-05-29T14:30,6.31,25.8,102.54,1020.69,,,,5,9,138,5.6,50
2021-05-29T15:00,6.87,25.37,102.56,1020.34,,,,11,14,145,5.6,48
2021-05-29T15:30,7.31,24.8,102.56999,1019.88,,,,11,13,171,5.7,47
2021-05-29T16:00,7.63,24.72,102.54,1019.82,,,,12,15,172,5.9,50
2021-05-29T16:30,8.11,24.57,102.53001,1019.69,,,,14,16,178,6.1,49
2021-05-29T17:00,7.44,24.89,102.509995,1019.95,,,,10,12,191,6.3,51
2021-05-29T17:30,8.12,24.71,102.509995,1019.81,,,,9,12,214,6.6,49
2021-05-29T18:00,8.22,24.7,102.5,1019.8,,,,10,12,215,6.8,56
2021-05-29T18:30,7.62,24.93,102.490005,1019.98,,,,8,10,199,7,51
2021-05-29T19:00,8.22,24.86,102.490005,1019.93,,,,8,9,177,7.4,51
2021-05-29T19:30,7.87,24.99,102.490005,1020.03,,,,5,6,175,7.6,50
2021-05-29T20:00,8.21,24.85,102.48,1019.92,,,,2,4,246,8.2,50
2021-05-29T20:30,7.21,25.11,102.46999,1020.13,,,,5,6,305,8.2,52
2021-05-29T21:00,7.2,25.14,102.46,1020.15,,,,7,9,307,8.2,57
2021-05-29T21:30,7.58,25.08,102.46999,1020.11,,,,5,7,314,8,62
2021-05-29T22:00,8.41,25.01,102.46999,1020.05,,,,7,8,326,8.1,57
2021-05-29T22:30,8.18,25.04,102.46999,1020.07,,,,6,7,355,8.1,63
2021-05-29T23:00,8.13,25.03,102.5,1020.07,,,,6,7,355,8.1,64
2021-05-29T23:30,8.22,25,102.53001,1020.04,,,,11,12,334,7.5,74
2021-05-30T00:00,8.26,25.07,102.54,1020.1,,,,9,11,345,7.2,71
2021-05-30T00:30,8.12,25.13,102.56999,1020.15,,,,10,11,353,7.3,68
2021-05-30T01:00,8.02,25.11,102.6,1020.13,,,,9,11,349,7.4,69
2021-05-30T01:30,8.11,25.1,102.65,1020.12,,,,7,9,358,7.7,66
2021-05-30T02:00,8.95,24.76,102.69,1019.85,,,,5,6,328,7.6,69
2021-05-30T02:30,9.25,24.6,102.7,1019.72,,,,5,6,353,7.7,65
2021-05-30T03:00,8.76,24.33,102.71,1019.5,,,,6,7,29,7.9,63
2021-05-30T03:30,8.59,24.33,102.71,1019.5,,,,3,4,346,8.1,63
2021-05-30T04:00,8.43,24.42,102.7,1019.57,,,,5,6,26,8.1,64
2021-05-30T04:30,8.43,24.42,102.71999,1019.57,,,,1,2,346,7.4,68
2021-05-30T05:00,8.67,24.35,102.740005,1019.52,,,,0,1,40,7.2,72
2021-05-30T05:30,8.69,24.45,102.78001,1019.6,,,,4,5,141,7.7,66
2021-05-30T06:00,8.62,24.45,102.78001,1019.6,,,,9,10,151,7.6,79
2021-05-30T06:30,8.59,24.43,102.8,1019.58,,,,9,10,150,7.3,75
2021-05-30T07:00,8.85,24.42,102.81,1019.57,,,,4,4,137,7.4,73
2021-05-30T07:30,8.26,24.07,102.83,1019.29,,,,0,0,245,7.1,76
2021-05-30T08:00,8.19,24.01,102.869995,1019.24,,,,0,0,272,6.7,81
2021-05-30T08:30,8.25,24.05,102.89,1019.28,,,,1,2,217,6.5,80
2021-05-30T09:00,8.36,24.06,102.92,1019.28,,,,3,4,136,7,77
2021-05-30T09:30,8.19,24.11,102.93001,1019.32,,,,2,3,126,7.3,70
2021-05-30T10:00,7.99,24.17,102.990005,1019.37,,,,3,4,97,7.6,68
2021-05-30T10:30,8.04,24.22,103,1019.41,,,,10,11,31,7.4,70
2021-05-30T11:00,8.03,24.25,103.03001,1019.44,,,,13,14,30,7.2,67
2021-05-30T11:30,8.05,24.26,103.06999,1019.45,,,,10,11,39,6.9,70
2021-05-30T12:00,8.1,24.27,103.11,1019.45,,,,8,11,38,6.9,71
2021-05-30T12:30,8.19,24.27,103.14,1019.45,,,,8,9,55,6.9,74
2021-05-30T13:00,8.3,24.29,103.159996,1019.47,,,,6,8,46,7.2,75
2021-05-30T13:30,8.43,24.38,103.18001,1019.54,,,,8,9,15,7.5,77
2021-05-30T14:00,8.99,24.6,103.17,1019.72,,,,8,9,12,7.7,79
2021-05-30T14:30,9.11,24.67,103.15,1019.78,,,,9,11,7,7.9,79
2021-05-30T15:00,9.22,24.76,103.130005,1019.85,,,,9,11,8,8.2,73
2021-05-30T15:30,9.46,24.87,103.119995,1019.94,,,,11,13,2,8.6,68
2021-05-30T16:00,9.6,24.96,103.1,1020.01,,,,15,17,357,8.6,73
2021-05-30T16:30,9.52,25.04,103.06999,1020.07,,,,14,16,1,8.7,71
2021-05-30T17:00,9.48,25.08,103.06,1020.11,,,,12,14,10,9.1,70
2021-05-30T17:30,9.79,25.09,103.04,1020.11,,,,11,13,17,9.5,70
2021-05-30T18:00,9.71,25.07,102.990005,1020.1,,,,14,17,36,9.8,69
2021-05-30T18:30,9.64,25.12,102.96,1020.14,,,,17,21,49,10,63
2021-05-30T19:00,9.43,25.19,102.89,1020.19,,,,19,24,73,9.6,75
2021-05-30T19:30,9.43,25.24,102.89,1020.23,,,,17,22,68,9.6,74
2021-05-30T20:00,9.18,25.27,102.9,1020.26,,,,18,22,64,9.7,73
2021-05-30T20:30,9.06,25.18,102.83,1020.19,,,,21,26,60,10,68
2021-05-30T21:00,9.24,25.07,102.81,1020.1,,,,22,27,49,10.3,63
2021-05-30T21:30,9.13,25.07,102.78001,1020.1,,,,25,34,76,10.3,62
2021-05-30T22:00,9.02,25.12,102.740005,1020.14,,,,27,34,60,10.6,61
2021-05-30T22:30,8.91,25.13,102.73,1020.15,,,,29,37,76,10.7,59
2021-05-30T23:00,8.86,25.1,102.68001,1020.12,,,,29,37,73,10.8,59
2021-05-30T23:30,8.45,25.19,102.67,1020.19,,,,32,47,81,11,59
2021-05-31T00:00,8.54,25.25,102.7,1020.24,,,,30,42,91,10.7,61
2021-05-31T00:30,8.35,25.35,102.71,1020.32,,,,29,36,69,10.2,66
2021-05-31T01:00,8.67,25.5,102.71,1020.44,,,,25,33,63,9.8,71
2021-05-31T01:30,8.49,25.49,102.71,1020.44,,,,21,24,76,10,71
2021-05-31T02:00,8.47,25.56,102.71,1020.49,,,,13,17,93,10.2,73
2021-05-31T02:30,8.99,25.72,102.71,1020.62,,,,12,14,91,11.1,66
2021-05-31T03:00,9.03,25.66,102.68001,1020.57,,,,14,17,131,11.3,57
2021-05-31T03:30,9.13,25.65,102.68001,1020.57,,,,12,15,142,11.9,53
2021-05-31T04:00,9.16,25.12,102.7,1020.14,,,,8,10,114,11.1,57
2021-05-31T04:30,8.92,25.11,102.7,1020.13,,,,10,14,114,10.9,55
2021-05-31T05:00,8.53,25.12,102.69,1020.14,,,,17,20,158,10.7,58
2021-05-31T05:30,8.29,25.16,102.71999,1020.17,,,,19,25,161,9.9,63
2021-05-31T06:00,8.09,25.16,102.71,1020.17,,,,18,23,141,8.9,70
2021-05-31T06:30,7.73,25.28,102.69,1020.27,,,,10,13,173,8.4,74
2021-05-31T07:00,7.42,25.48,102.659996,1020.43,,,,8,11,156,7.9,77
2021-05-31T07:30,7.07,25.68,102.64,1020.59,,,,6,8,158,7.6,79
2021-05-31T08:00,7,25.72,102.64,1020.62,,,,9,11,141,7.8,75
2021-05-31T08:30,7.25,25.58,102.6,1020.51,,,,7,9,132,7.5,78
2021-05-31T09:00,7.52,25.42,102.56999,1020.38,,,,6,8,144,7.6,78
2021-05-31T09:30,7.79,25.33,102.56,1020.31,,,,6,8,130,7.8,79
2021-05-31T10:00,7.87,25.33,102.56,1020.31,,,,3,4,142,7.6,79
2021-05-31T10:30,7.93,25.29,102.56999,1020.27,,,,2,4,150,7.6,80
2021-05-31T11:00,8.14,25.31,102.590004,1020.29,,,,4,5,40,7.6,81
2021-05-31T11:30,8.23,25.28,102.590004,1020.27,,,,5,8,26,7.6,81
2021-05-31T12:00,8.3,25.25,102.58,1020.24,,,,9,11,13,7.8,80
2021-05-31T13:00,8.31,25.44,102.54,1020.4,,,,15,19,49,7.7,81
2021-05-31T13:30,8.35,25.43,102.53001,1020.39,,,,19,23,37,7.6,81
2021-05-31T14:00,8.4,25.41,102.52,1020.37,,,,20,26,43,7.5,82
2021-05-31T14:30,8.4,25.42,102.5,1020.38,,,,21,27,56,7.2,83
2021-05-31T15:00,8.3,25.46,102.490005,1020.41,,,,22,26,52,7.2,82
2021-05-31T15:30,8.09,25.57,102.48,1020.5,,,,21,27,47,7.3,82
2021-05-31T16:00,8.06,25.58,102.43001,1020.51,,,,23,27,48,7.3,83
2021-05-31T16:30,7.95,25.62,102.42,1020.54,,,,21,27,57,7.4,82
